qseqid	sseqid	qstart	qend	sstart	send	evalue	bitscore	pident	qcovs	slen	qlen	q_perc_aligned	overlapped_bases	coverage_percentage	bases_covered	gene_name
82_R	CP024483.1	1	163	119296	119458	1.28e-77	295.0	100.0	100	243634	163	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
65	CP024483.1	1	267	119459	119725	7.959999999999997e-134	482.0	100.0	100	243634	267	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
53_R	CP024483.1	1	438	119726	120163	0.0	791.0	100.0	100	243634	438	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
30_R	CP024483.1	1	4881	120236	125116	0.0	8803.0	100.0	100	243634	4881	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
73_R	CP024483.1	1	202	125179	125380	1.11e-98	365.0	100.0	100	243634	202	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
51	CP024483.1	1	557	125381	125937	0.0	1005.0	100.0	100	243634	557	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
35	CP024483.1	1	3881	125938	129818	0.0	6991.0	99.948	100	243634	3881	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
73_R	CP024483.1	1	202	129880	130081	1.11e-98	365.0	100.0	100	243634	202	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
51	CP024483.1	1	557	130082	130638	0.0	1005.0	100.0	100	243634	557	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
41	CP024483.1	1	1475	130639	132113	0.0	2661.0	100.0	100	243634	1475	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
46	CP024483.1	1	1108	132114	133221	0.0	1999.0	100.0	100	243634	1108	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
79_R	CP024483.1	1	179	133222	133400	2.95e-86	324.0	100.0	100	243634	179	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
27_R	CP024483.1	1	8792	133455	142246	0.0	15856.0	100.0	100	243634	8792	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
37_R	CP024483.1	1	2061	142247	144307	0.0	3718.0	100.0	100	243634	2061	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
73_R	CP024483.1	1	202	144369	144570	1.11e-98	365.0	100.0	100	243634	202	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
51	CP024483.1	1	557	144571	145127	0.0	1005.0	100.0	100	243634	557	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
36	CP024483.1	1	2186	145128	147313	0.0	3943.0	100.0	100	243634	2186	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
51_R	CP024483.1	1	557	147314	147870	0.0	1005.0	100.0	100	243634	557	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
73	CP024483.1	1	202	147871	148072	1.11e-98	365.0	100.0	100	243634	202	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
26_R	CP024483.1	1	13480	148134	161613	0.0	24310.0	100.0	100	243634	13480	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
51_R	CP024483.1	1	557	161614	162170	0.0	1005.0	100.0	100	243634	557	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
73	CP024483.1	1	202	162171	162372	1.11e-98	365.0	100.0	100	243634	202	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
28_R	CP024483.1	1	6727	162434	169160	0.0	12128.0	99.985	100	243634	6727	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
51_R	CP024483.1	1	557	169161	169717	0.0	1005.0	100.0	100	243634	557	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
73	CP024483.1	1	202	169718	169919	1.11e-98	365.0	100.0	100	243634	202	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
50_R	CP024483.1	1	584	169954	170537	0.0	1054.0	100.0	100	243634	584	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
37	CP024483.1	1	2061	170538	172598	0.0	3718.0	100.0	100	243634	2061	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
73_R	CP024483.1	1	202	172660	172861	1.11e-98	365.0	100.0	100	243634	202	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
51	CP024483.1	1	557	172862	173418	0.0	1001.0	99.82	100	243634	557	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
32_R	CP024483.1	1	4388	173419	177806	0.0	7914.0	100.0	100	243634	4388	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
73_R	CP024483.1	1	202	177807	178008	1.11e-98	365.0	100.0	100	243634	202	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
51_R	CP024483.1	1	557	178009	178565	0.0	1005.0	100.0	100	243634	557	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
73	CP024483.1	1	202	178566	178767	1.11e-98	365.0	100.0	100	243634	202	1.0	0	94.57%	230401.00	IncFII_pKP91__1_pld1
15	CP024483.1	1	64708	178830	243634	0.0	116400.0	99.823	83	243634	78036	0.8292070326515967	0	94.57%	230401.00	IncFII_pKP91__1_pld1
58_R	CP024500.1	1	372	4886	5257	0.0	672.0	100.0	100	243620	372	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
56_R	CP024500.1	2	417	5259	5674	0.0	746.0	99.76	100	243620	418	0.9952153110047848	0	94.57%	230387.00	IncFII_pKP91__1_pld1
82_R	CP024500.1	1	163	5676	5838	1.28e-77	295.0	100.0	100	243620	163	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
53	CP024500.1	1	438	13392	13829	0.0	791.0	100.0	100	243620	438	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
65_R	CP024500.1	1	267	13830	14096	7.959999999999997e-134	482.0	100.0	100	243620	267	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
42_R	CP024500.1	1	1432	14097	15528	0.0	2583.0	100.0	100	243620	1432	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
53_R	CP024500.1	1	438	15529	15966	0.0	791.0	100.0	100	243620	438	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
19	CP024500.1	1	38393	15967	54359	0.0	69238.0	100.0	100	243620	38393	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
38	CP024500.1	1	2030	54360	56389	0.0	3662.0	100.0	100	243620	2030	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
22_R	CP024500.1	1	21725	56390	78114	0.0	39179.0	100.0	100	243620	21725	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
46	CP024500.1	1	1108	78156	79263	0.0	1999.0	100.0	100	243620	1108	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
79_R	CP024500.1	1	179	79264	79442	2.95e-86	324.0	100.0	100	243620	179	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
23	CP024500.1	1	19616	79504	99119	0.0	35376.0	100.0	100	243620	19616	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
79	CP024500.1	1	179	99181	99359	2.95e-86	324.0	100.0	100	243620	179	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
46_R	CP024500.1	1	1108	99360	100467	0.0	1999.0	100.0	100	243620	1108	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
24_R	CP024500.1	1	17994	100509	118502	0.0	32451.0	100.0	100	243620	17994	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
58_R	CP024500.1	1	372	118503	118874	0.0	672.0	100.0	100	243620	372	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
56_R	CP024500.1	1	418	118875	119292	0.0	755.0	100.0	100	243620	418	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
82_R	CP024500.1	1	163	119293	119455	1.28e-77	295.0	100.0	100	243620	163	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
65	CP024500.1	1	267	119456	119722	7.959999999999997e-134	482.0	100.0	100	243620	267	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
53_R	CP024500.1	1	438	119723	120160	0.0	791.0	100.0	100	243620	438	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
30_R	CP024500.1	1	4881	120233	125113	0.0	8803.0	100.0	100	243620	4881	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
73_R	CP024500.1	1	202	125176	125377	1.11e-98	365.0	100.0	100	243620	202	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
51	CP024500.1	1	557	125378	125934	0.0	1005.0	100.0	100	243620	557	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
35	CP024500.1	1	3881	125935	129815	0.0	7000.0	100.0	100	243620	3881	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
73_R	CP024500.1	1	202	129877	130078	1.11e-98	365.0	100.0	100	243620	202	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
51	CP024500.1	1	557	130079	130635	0.0	1005.0	100.0	100	243620	557	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
41	CP024500.1	1	1475	130636	132110	0.0	2661.0	100.0	100	243620	1475	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
46	CP024500.1	1	1108	132111	133218	0.0	1999.0	100.0	100	243620	1108	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
79_R	CP024500.1	1	179	133219	133397	2.95e-86	324.0	100.0	100	243620	179	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
27_R	CP024500.1	1	8792	133452	142243	0.0	15856.0	100.0	100	243620	8792	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
37_R	CP024500.1	1	2061	142244	144304	0.0	3718.0	100.0	100	243620	2061	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
73_R	CP024500.1	1	202	144366	144567	1.11e-98	365.0	100.0	100	243620	202	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
51	CP024500.1	1	557	144568	145124	0.0	1005.0	100.0	100	243620	557	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
36	CP024500.1	1	2186	145125	147310	0.0	3943.0	100.0	100	243620	2186	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
51_R	CP024500.1	1	557	147311	147867	0.0	1005.0	100.0	100	243620	557	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
73	CP024500.1	1	202	147868	148069	1.11e-98	365.0	100.0	100	243620	202	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
26_R	CP024500.1	1	13480	148131	161610	0.0	24310.0	100.0	100	243620	13480	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
51_R	CP024500.1	1	557	161611	162167	0.0	1005.0	100.0	100	243620	557	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
73	CP024500.1	1	202	162168	162369	1.11e-98	365.0	100.0	100	243620	202	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
28_R	CP024500.1	1	6727	162431	169157	0.0	12132.0	100.0	100	243620	6727	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
51_R	CP024500.1	1	557	169158	169714	0.0	1005.0	100.0	100	243620	557	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
73	CP024500.1	1	202	169715	169916	1.11e-98	365.0	100.0	100	243620	202	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
50_R	CP024500.1	1	584	169951	170534	0.0	1054.0	100.0	100	243620	584	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
37	CP024500.1	1	2061	170535	172595	0.0	3718.0	100.0	100	243620	2061	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
73_R	CP024500.1	1	202	172657	172858	1.11e-98	365.0	100.0	100	243620	202	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
51	CP024500.1	1	557	172859	173415	0.0	1001.0	99.82	100	243620	557	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
32_R	CP024500.1	1	4388	173416	177803	0.0	7914.0	100.0	100	243620	4388	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
73_R	CP024500.1	1	202	177804	178005	1.11e-98	365.0	100.0	100	243620	202	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
51_R	CP024500.1	1	557	178006	178562	0.0	1005.0	100.0	100	243620	557	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
73	CP024500.1	1	202	178563	178764	1.11e-98	365.0	100.0	100	243620	202	1.0	0	94.57%	230387.00	IncFII_pKP91__1_pld1
15	CP024500.1	1	64708	178827	243620	0.0	116500.0	99.852	83	243620	78036	0.8292070326515967	0	94.57%	230387.00	IncFII_pKP91__1_pld1
58_R	CP024508.1	1	372	4886	5257	0.0	672.0	100.0	100	228353	372	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
56_R	CP024508.1	2	417	5259	5674	0.0	746.0	99.76	100	228353	418	0.9952153110047848	0	90.12%	205785.00	IncFII_pKP91__1_pld1
82_R	CP024508.1	1	163	5676	5838	1.28e-77	295.0	100.0	100	228353	163	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
53	CP024508.1	1	438	13392	13829	0.0	791.0	100.0	100	228353	438	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
65_R	CP024508.1	1	267	13830	14096	7.959999999999997e-134	482.0	100.0	100	228353	267	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
42_R	CP024508.1	1	1432	14097	15528	0.0	2583.0	100.0	100	228353	1432	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
53_R	CP024508.1	1	438	15529	15966	0.0	791.0	100.0	100	228353	438	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
19	CP024508.1	1	38393	15967	54359	0.0	69238.0	100.0	100	228353	38393	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
38	CP024508.1	9	2030	56651	58672	0.0	3625.0	99.753	99	228353	2030	0.9960591133004926	0	90.12%	205785.00	IncFII_pKP91__1_pld1
22_R	CP024508.1	1	21725	58673	80397	0.0	39179.0	100.0	100	228353	21725	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
46	CP024508.1	1	1108	80439	81546	0.0	1999.0	100.0	100	228353	1108	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
79_R	CP024508.1	1	179	81547	81725	2.95e-86	324.0	100.0	100	228353	179	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
23	CP024508.1	1	19616	81787	101402	0.0	35376.0	100.0	100	228353	19616	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
79	CP024508.1	1	179	101464	101642	2.95e-86	324.0	100.0	100	228353	179	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
46_R	CP024508.1	1	1108	101643	102750	0.0	1999.0	100.0	100	228353	1108	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
24_R	CP024508.1	1	17994	102792	120785	0.0	32451.0	100.0	100	228353	17994	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
58_R	CP024508.1	1	372	120786	121157	0.0	672.0	100.0	100	228353	372	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
56_R	CP024508.1	1	418	121158	121575	0.0	755.0	100.0	100	228353	418	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
82_R	CP024508.1	1	163	121576	121738	1.28e-77	295.0	100.0	100	228353	163	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
65	CP024508.1	1	267	121739	122005	7.959999999999997e-134	482.0	100.0	100	228353	267	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
53_R	CP024508.1	1	438	122006	122443	0.0	791.0	100.0	100	228353	438	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
30_R	CP024508.1	1	4881	122516	127396	0.0	8803.0	100.0	100	228353	4881	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
73_R	CP024508.1	1	202	127459	127660	1.11e-98	365.0	100.0	100	228353	202	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
51	CP024508.1	1	557	127661	128217	0.0	1005.0	100.0	100	228353	557	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
35	CP024508.1	1	3881	128218	132098	0.0	6995.0	99.974	100	228353	3881	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
73_R	CP024508.1	1	202	132160	132361	1.11e-98	365.0	100.0	100	228353	202	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
51	CP024508.1	1	557	132362	132918	0.0	1005.0	100.0	100	228353	557	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
41	CP024508.1	1	1475	132919	134393	0.0	2661.0	100.0	100	228353	1475	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
46	CP024508.1	1	1108	134394	135501	0.0	1999.0	100.0	100	228353	1108	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
79_R	CP024508.1	1	179	135502	135680	2.95e-86	324.0	100.0	100	228353	179	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
27_R	CP024508.1	1	8792	135735	144526	0.0	15856.0	100.0	100	228353	8792	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
37_R	CP024508.1	1	2061	144527	146587	0.0	3718.0	100.0	100	228353	2061	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
50	CP024508.1	1	584	146588	147171	0.0	1054.0	100.0	100	228353	584	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
73_R	CP024508.1	1	202	147206	147407	1.11e-98	365.0	100.0	100	228353	202	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
51	CP024508.1	1	557	147408	147964	0.0	1005.0	100.0	100	228353	557	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
28	CP024508.1	1	6727	147965	154691	0.0	12132.0	100.0	100	228353	6727	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
73_R	CP024508.1	1	202	154753	154954	1.11e-98	365.0	100.0	100	228353	202	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
51	CP024508.1	1	557	154955	155511	0.0	1005.0	100.0	100	228353	557	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
51_R	CP024508.1	1	557	162739	163295	0.0	1005.0	100.0	100	228353	557	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
73	CP024508.1	1	202	163296	163497	1.11e-98	365.0	100.0	100	228353	202	1.0	0	90.12%	205785.00	IncFII_pKP91__1_pld1
15	CP024508.1	1	64708	163560	228353	0.0	116400.0	99.809	83	228353	78036	0.8292070326515967	0	90.12%	205785.00	IncFII_pKP91__1_pld1
58_R	CP024516.1	1	372	4886	5257	0.0	672.0	100.0	100	227807	372	1.0	0	93.40%	212767.00	IncFII_pKP91__1_pld1
56_R	CP024516.1	2	417	5259	5674	0.0	746.0	99.76	100	227807	418	0.9952153110047848	0	93.40%	212767.00	IncFII_pKP91__1_pld1
82_R	CP024516.1	1	163	5676	5838	1.28e-77	295.0	100.0	100	227807	163	1.0	0	93.40%	212767.00	IncFII_pKP91__1_pld1
53	CP024516.1	1	438	13392	13829	0.0	791.0	100.0	100	227807	438	1.0	0	93.40%	212767.00	IncFII_pKP91__1_pld1
65_R	CP024516.1	1	267	13830	14096	7.959999999999997e-134	482.0	100.0	100	227807	267	1.0	0	93.40%	212767.00	IncFII_pKP91__1_pld1
42_R	CP024516.1	1	1432	14097	15528	0.0	2583.0	100.0	100	227807	1432	1.0	0	93.40%	212767.00	IncFII_pKP91__1_pld1
53_R	CP024516.1	1	438	15529	15966	0.0	791.0	100.0	100	227807	438	1.0	0	93.40%	212767.00	IncFII_pKP91__1_pld1
19	CP024516.1	1	38393	15967	54359	0.0	69238.0	100.0	100	227807	38393	1.0	0	93.40%	212767.00	IncFII_pKP91__1_pld1
38	CP024516.1	1	2030	54360	56389	0.0	3662.0	100.0	100	227807	2030	1.0	0	93.40%	212767.00	IncFII_pKP91__1_pld1
22_R	CP024516.1	1	21725	56390	78114	0.0	39179.0	100.0	100	227807	21725	1.0	0	93.40%	212767.00	IncFII_pKP91__1_pld1
46	CP024516.1	1	1108	78156	79263	0.0	1999.0	100.0	100	227807	1108	1.0	0	93.40%	212767.00	IncFII_pKP91__1_pld1
79_R	CP024516.1	1	179	79264	79442	2.95e-86	324.0	100.0	100	227807	179	1.0	0	93.40%	212767.00	IncFII_pKP91__1_pld1
23	CP024516.1	1	19616	79504	99119	0.0	35376.0	100.0	100	227807	19616	1.0	0	93.40%	212767.00	IncFII_pKP91__1_pld1
79	CP024516.1	1	179	99181	99359	2.95e-86	324.0	100.0	100	227807	179	1.0	0	93.40%	212767.00	IncFII_pKP91__1_pld1
46_R	CP024516.1	1	1108	99360	100467	0.0	1999.0	100.0	100	227807	1108	1.0	0	93.40%	212767.00	IncFII_pKP91__1_pld1
24_R	CP024516.1	1	17994	100509	118502	0.0	32451.0	100.0	100	227807	17994	1.0	0	93.40%	212767.00	IncFII_pKP91__1_pld1
58_R	CP024516.1	1	372	118503	118874	0.0	672.0	100.0	100	227807	372	1.0	0	93.40%	212767.00	IncFII_pKP91__1_pld1
56_R	CP024516.1	1	418	118875	119292	0.0	755.0	100.0	100	227807	418	1.0	0	93.40%	212767.00	IncFII_pKP91__1_pld1
82_R	CP024516.1	1	163	119293	119455	1.28e-77	295.0	100.0	100	227807	163	1.0	0	93.40%	212767.00	IncFII_pKP91__1_pld1
65	CP024516.1	1	267	119456	119722	7.959999999999997e-134	482.0	100.0	100	227807	267	1.0	0	93.40%	212767.00	IncFII_pKP91__1_pld1
53_R	CP024516.1	1	438	119723	120160	0.0	791.0	100.0	100	227807	438	1.0	0	93.40%	212767.00	IncFII_pKP91__1_pld1
30_R	CP024516.1	1	4881	120233	125113	0.0	8803.0	100.0	100	227807	4881	1.0	0	93.40%	212767.00	IncFII_pKP91__1_pld1
73_R	CP024516.1	1	202	125176	125377	1.11e-98	365.0	100.0	100	227807	202	1.0	0	93.40%	212767.00	IncFII_pKP91__1_pld1
51	CP024516.1	1	557	125378	125934	0.0	1005.0	100.0	100	227807	557	1.0	0	93.40%	212767.00	IncFII_pKP91__1_pld1
35	CP024516.1	1	3881	125935	129815	0.0	7000.0	100.0	100	227807	3881	1.0	0	93.40%	212767.00	IncFII_pKP91__1_pld1
73_R	CP024516.1	1	202	129877	130078	1.11e-98	365.0	100.0	100	227807	202	1.0	0	93.40%	212767.00	IncFII_pKP91__1_pld1
