116	IS1222_IS3_IS407	95.041	847	40	2	1	846	919	74	0.0	1330
116	ISKpn34_IS3_IS407	88.652	846	94	2	2	846	918	74	0.0	1029
116	ISSpr2_IS3_IS407	88.430	847	96	2	1	846	919	74	0.0	1020
116	ISRaq1_IS3_IS407	88.298	846	99	0	1	846	919	74	0.0	1014
116	ISEhe4_IS3_IS407	85.854	820	112	4	29	846	891	74	0.0	869
116	ISYen3_IS3_IS407	96.495	485	17	0	362	846	558	74	0.0	802
116	ISYen3_IS3_IS407	92.517	294	22	0	1	294	838	545	5.74e-118	422
119	ISKpn28_IS481_unknown	100.000	749	0	0	1	749	952	204	0.0	1384
120	ISKpn34_IS3_IS407	100.000	717	0	0	1	717	717	1	0.0	1325
120	ISSen4_IS3_IS407	88.997	718	77	2	1	717	717	1	0.0	887
120	ISRaq1_IS3_IS407	88.873	719	76	4	1	717	717	1	0.0	881
120	ISEhe4_IS3_IS407	88.440	718	81	2	1	717	717	1	0.0	865
120	IS1222_IS3_IS407	88.145	717	81	4	3	717	715	1	0.0	850
120	ISSpr2_IS3_IS407	87.187	718	90	2	1	717	717	1	0.0	815
120	ISYen3_IS3_IS407	89.928	556	54	2	163	717	555	1	0.0	715
120	ISYen3_IS3_IS407	94.444	90	5	0	3	92	634	545	5.46e-33	139
136	ISKpn34_IS3_IS407	100.000	497	0	0	1	497	1221	725	0.0	918
136	ISSpr2_IS3_IS407	91.549	497	42	0	1	497	1221	725	0.0	686
136	ISRaq1_IS3_IS407	88.732	497	56	0	1	497	1221	725	2.37e-174	608
136	ISYen3_IS3_IS407	87.751	498	59	2	1	497	1140	644	5.17e-166	580
136	IS1222_IS3_IS407	87.349	498	61	2	1	497	1221	725	1.12e-162	569
136	ISSen4_IS3_IS407	87.200	500	58	6	1	497	1221	725	5.21e-161	564
136	ISEhe4_IS3_IS407	86.747	498	64	2	1	497	1221	725	1.13e-157	553
140	ISKpn26_IS5_IS5	99.582	478	2	0	1	478	807	330	0.0	872
140	IS5D_IS5_IS5	97.071	478	14	0	1	478	807	330	0.0	806
140	IS5_IS5_IS5	97.071	478	14	0	1	478	807	330	0.0	806
140	IS5B_IS5_IS5	94.898	490	13	4	1	478	819	330	0.0	756
140	ISDlsp1_IS5_IS5	85.075	134	16	4	186	317	607	476	1.67e-31	134
140	IS1021_IS5_IS5	80.392	153	28	2	186	337	644	493	6.05e-26	115
166	ISKpn38_IS3_IS150	94.737	285	5	1	1	275	747	1031	2.28e-122	435
169	ISEc52_IS3_IS3	98.099	263	4	1	1	262	1250	988	4.60e-129	457
169	ISLad1_IS3_IS3	95.349	258	12	0	1	258	1249	992	3.63e-115	411
169	IS911_IS3_IS3	92.015	263	20	1	1	262	1250	988	2.22e-102	368
178	ISKpn28_IS481_unknown	100.000	202	0	0	1	202	202	1	3.67e-104	374
180	ISKpn38_IS3_IS150	100.000	196	0	0	1	196	746	551	7.52e-101	363
186	ISKpn26_IS5_IS5	100.000	185	0	0	1	185	144	328	9.18e-95	342
186	IS5D_IS5_IS5	89.189	185	20	0	1	185	144	328	2.07e-61	231
186	IS5B_IS5_IS5	89.189	185	20	0	1	185	144	328	2.07e-61	231
186	IS5_IS5_IS5	89.189	185	20	0	1	185	144	328	2.07e-61	231
186	ISEc68_IS5_IS5	88.811	143	16	0	43	185	186	328	9.85e-45	176
187	ISKpn38_IS3_IS150	98.361	183	3	0	1	183	1352	1170	1.19e-88	322
199	IS903B_IS5_IS903	91.875	160	11	2	1	159	471	629	1.06e-58	222
199	IS903_IS5_IS903	88.750	160	16	2	1	159	471	629	2.31e-50	195
202	ISKpn38_IS3_IS150	100.000	152	0	0	1	152	398	549	1.62e-76	281
208	ISRaq1_IS3_IS407	91.034	145	13	0	1	145	1154	1010	5.72e-51	196
208	ISKpn34_IS3_IS407	88.811	143	16	0	3	145	1152	1010	7.45e-45	176
208	ISSpr2_IS3_IS407	86.713	143	19	0	3	145	1152	1010	7.50e-40	159
208	ISSen4_IS3_IS407	87.023	131	17	0	15	145	1140	1010	1.62e-36	148
209	ISKpn28_IS481_unknown	100.000	144	0	0	1	144	1096	953	4.26e-72	267
210	ISKpn60_IS110_unknown	100.000	144	0	0	1	144	1118	1261	4.26e-72	267
210	ISEc21_IS110_unknown	90.278	144	14	0	1	144	1118	1261	9.49e-49	189
214	IS903B_IS5_IS903	100.000	140	0	0	1	140	973	834	6.90e-70	259
214	IS903_IS5_IS903	100.000	140	0	0	1	140	973	834	6.90e-70	259
214	IS102_IS5_IS903	100.000	140	0	0	1	140	973	834	6.90e-70	259
217	ISKpn38_IS3_IS150	100.000	136	0	0	1	136	1168	1033	1.12e-67	252
219	ISKpn38_IS3_IS150	100.000	101	0	0	2	102	1498	1598	3.19e-48	187
231	ISKpn26_IS5_IS5	100.000	125	0	0	1	125	1	125	1.31e-61	231
243	IS903B_IS5_IS903	91.919	99	8	0	1	99	731	633	6.39e-34	139
243	IS903_IS5_IS903	90.909	99	9	0	1	99	731	633	2.97e-32	134
243	IS102_IS5_IS903	89.899	99	10	0	1	99	731	633	1.38e-30	128
243	ISPan1_IS5_IS903	91.111	90	8	0	10	99	722	633	6.44e-29	122
