qseqid	sseqid	qstart	qend	sstart	send	evalue	bitscore	pident	qcovs	slen	qlen	q_perc_aligned	overlapped_bases	coverage_percentage	bases_covered	gene_name
214_R	AP014952.1	1	140	91233	91372	3.25e-65	253.0	100.0	100	209081	140	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
208	AP014952.1	1	145	98056	98200	6.56e-68	262.0	100.0	100	209081	145	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
213	AP014952.1	1	140	99600	99739	3.25e-65	253.0	100.0	100	209081	140	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
241_R	AP014952.1	1	103	99720	99822	1.55e-35	155.0	93.204	100	209081	103	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
229	AP014952.1	1	126	99740	99865	1.13e-57	228.0	100.0	100	209081	126	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
182_R	AP014952.1	1	191	99908	100033	5.09e-71	273.0	91.623	100	209081	192	0.9947916666666666	65	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
130_R	AP014952.1	1	556	100034	100589	0.0	990.0	99.46	100	209081	556	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
133	AP014952.1	1	519	100590	101108	0.0	937.0	100.0	100	209081	519	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
171_R	AP014952.1	1	250	101109	101358	1.25e-124	452.0	100.0	100	209081	250	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
183_R	AP014952.1	1	191	101359	101549	9.76e-93	345.0	100.0	100	209081	191	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
211	AP014952.1	1	143	101550	101692	7.85e-67	259.0	100.0	100	209081	143	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
71_R	AP014952.1	1	8272	101693	109964	0.0	14810.0	99.71	97	209081	8509	0.9721471383241274	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
130	AP014952.1	1	556	110499	111054	0.0	994.0	99.64	100	209081	556	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
182	AP014952.1	2	192	110990	111180	1.12e-66	260.0	90.052	100	209081	192	0.9947916666666666	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
229_R	AP014952.1	1	126	111223	111348	1.13e-57	228.0	100.0	100	209081	126	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
241	AP014952.1	1	103	111266	111368	1.88e-34	150.0	92.233	100	209081	103	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
213_R	AP014952.1	1	140	111349	111488	1.38e-63	249.0	99.286	100	209081	140	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
223	AP014952.1	1	134	113800	113933	5.55e-62	242.0	100.0	100	209081	134	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
147_R	AP014952.1	24	413	113985	114376	3.69e-172	610.0	94.643	94	209081	414	0.9420289855072465	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
207_R	AP014952.1	1	149	114785	114933	4.54e-70	269.0	100.0	100	209081	149	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
152_R	AP014952.1	2	380	115075	115453	0.0	657.0	98.417	99	209081	381	0.994750656167979	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
168_R	AP014952.1	1	262	116620	116881	9.01e-127	460.0	98.855	99	209081	265	0.9886792452830188	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
233_R	AP014952.1	1	124	117202	117325	1.34e-56	224.0	100.0	100	209081	124	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
216	AP014952.1	1	137	117326	117462	1.34e-63	248.0	100.0	100	209081	137	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
66	AP014952.1	1042	11011	119830	129801	0.0	17630.0	99.228	83	209081	11979	0.8322898405543033	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
150_R	AP014952.1	1	397	130988	131384	0.0	685.0	98.237	100	209081	397	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
202	AP014952.1	1	152	131386	131537	1.09e-71	275.0	100.0	100	209081	152	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
217_R	AP014952.1	1	136	134470	134605	4.64e-63	246.0	100.0	100	209081	136	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
160_R	AP014952.1	1	328	134606	134933	3.2599999999999997e-165	588.0	99.695	100	209081	328	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
90	AP014952.1	1	2454	152767	155220	0.0	4422.0	99.959	100	209081	2454	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
213	AP014952.1	1	140	180987	181126	1.38e-63	249.0	99.286	100	209081	140	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
241_R	AP014952.1	1	103	181107	181209	1.88e-34	150.0	92.233	100	209081	103	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
229	AP014952.1	1	126	181127	181252	1.13e-57	228.0	100.0	100	209081	126	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
182_R	AP014952.1	1	191	181295	181420	1.12e-66	260.0	90.052	100	209081	192	0.9947916666666666	65	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
130_R	AP014952.1	1	556	181421	181976	0.0	994.0	99.64	100	209081	556	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
213	AP014952.1	1	140	185006	185145	9.95e-53	213.0	93.571	100	209081	140	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
241_R	AP014952.1	1	103	185126	185228	2.62e-45	187.0	100.0	100	209081	103	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
229	AP014952.1	1	125	185146	185270	1.47e-43	181.0	92.0	100	209081	126	0.992063492063492	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
182_R	AP014952.1	1	191	185314	185504	1.12e-66	260.0	90.052	100	209081	192	0.9947916666666666	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
236	AP014952.1	1	111	185506	185616	1.32e-49	201.0	100.0	100	209081	111	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
214_R	AP014952.1	1	140	185773	185912	3.71e-58	231.0	96.429	100	209081	140	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
110_R	AP014952.1	344	1140	189544	190340	0.0	1434.0	99.875	70	209081	1140	0.6991228070175438	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
214	AP014952.1	1	140	191772	191911	3.25e-65	253.0	100.0	100	209081	140	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
182	AP014952.1	1	192	192178	192369	2.81e-93	347.0	100.0	100	209081	192	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
213_R	AP014952.1	2	125	192539	192662	5.88e-43	179.0	91.935	100	209081	140	0.8857142857142857	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
72	AP014952.1	2794	8377	194463	200086	0.0	9325.0	96.694	67	209081	8377	0.6665870836815089	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
213	AP014952.1	1	140	200153	200292	3.25e-65	253.0	100.0	100	209081	140	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
241_R	AP014952.1	1	103	200273	200375	1.55e-35	155.0	93.204	100	209081	103	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
229	AP014952.1	1	126	200293	200418	1.13e-57	228.0	100.0	100	209081	126	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
182_R	AP014952.1	1	191	200461	200586	5.09e-71	273.0	91.623	100	209081	192	0.9947916666666666	65	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
130_R	AP014952.1	1	556	200587	201142	0.0	999.0	99.82	100	209081	556	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
80	AP014952.1	1	3186	201143	204328	0.0	5742.0	99.969	71	209081	4473	0.7122736418511066	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
210	AP014952.1	1	144	207886	208029	2.2699999999999997e-67	260.0	100.0	100	209081	144	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
193	AP014952.1	1	168	208030	208197	2.5600000000000003e-80	304.0	100.0	100	209081	168	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
169_R	AP014952.1	1	262	208198	208459	4.0399999999999997e-131	473.0	100.0	100	209081	262	1.0	0	32.30%	67542.00	IncFIB_K__1_Kpn3_pld1
157_R	AP022439.1	1	339	15628	15966	8.500000000000001e-173	612.0	100.0	100	254388	339	1.0	0	9.10%	23152.00	IncFIB_K__1_Kpn3_pld1
129	AP022439.1	1	558	15967	16524	0.0	1007.0	100.0	100	254388	558	1.0	0	9.10%	23152.00	IncFIB_K__1_Kpn3_pld1
157_R	AP022439.1	1	339	19018	19355	1.4400000000000003e-163	581.0	98.23	100	254388	339	1.0	0	9.10%	23152.00	IncFIB_K__1_Kpn3_pld1
157_R	AP022439.1	1	339	26276	26613	2.78e-166	590.0	98.82	100	254388	339	1.0	0	9.10%	23152.00	IncFIB_K__1_Kpn3_pld1
220_R	AP022439.1	1	135	28884	29018	1.61e-62	244.0	100.0	100	254388	135	1.0	0	9.10%	23152.00	IncFIB_K__1_Kpn3_pld1
157_R	AP022439.1	1	339	29059	29397	4.4e-170	603.0	99.41	100	254388	339	1.0	0	9.10%	23152.00	IncFIB_K__1_Kpn3_pld1
159_R	AP022439.1	1	330	39130	39459	2.6999999999999998e-166	591.0	99.697	100	254388	330	1.0	0	9.10%	23152.00	IncFIB_K__1_Kpn3_pld1
116	AP022439.1	1	846	40612	41457	0.0	1526.0	100.0	100	254388	846	1.0	0	9.10%	23152.00	IncFIB_K__1_Kpn3_pld1
159_R	AP022439.1	1	330	42314	42643	1.4000000000000003e-163	582.0	99.091	100	254388	330	1.0	0	9.10%	23152.00	IncFIB_K__1_Kpn3_pld1
83_R	AP022439.1	1	4266	52239	56504	0.0	7680.0	99.93	100	254388	4266	1.0	0	9.10%	23152.00	IncFIB_K__1_Kpn3_pld1
54_R	AP022439.1	7941	19252	67399	78718	0.0	17206.0	93.799	59	254388	19252	0.5875753168501974	0	9.10%	23152.00	IncFIB_K__1_Kpn3_pld1
157_R	AP022439.1	1	339	78719	79057	8.500000000000001e-173	612.0	100.0	100	254388	339	1.0	0	9.10%	23152.00	IncFIB_K__1_Kpn3_pld1
129	AP022439.1	1	558	79058	79615	0.0	1007.0	100.0	100	254388	558	1.0	0	9.10%	23152.00	IncFIB_K__1_Kpn3_pld1
157_R	AP022439.1	1	339	82109	82446	1.4400000000000003e-163	581.0	98.23	100	254388	339	1.0	0	9.10%	23152.00	IncFIB_K__1_Kpn3_pld1
157_R	AP022439.1	1	339	89366	89703	2.78e-166	590.0	98.82	100	254388	339	1.0	0	9.10%	23152.00	IncFIB_K__1_Kpn3_pld1
220_R	AP022439.1	1	135	91974	92108	1.61e-62	244.0	100.0	100	254388	135	1.0	0	9.10%	23152.00	IncFIB_K__1_Kpn3_pld1
157_R	AP022439.1	1	339	92149	92487	4.4e-170	603.0	99.41	100	254388	339	1.0	0	9.10%	23152.00	IncFIB_K__1_Kpn3_pld1
220	AP022439.1	1	131	176302	176431	1.96e-42	178.0	91.667	100	254388	135	0.9703703703703704	0	9.10%	23152.00	IncFIB_K__1_Kpn3_pld1
116	AP022439.1	1	846	189383	190228	0.0	1513.0	99.645	100	254388	846	1.0	0	9.10%	23152.00	IncFIB_K__1_Kpn3_pld1
159	AP022439.1	1	330	195352	195681	1.7e-162	578.0	98.788	100	254388	330	1.0	0	9.10%	23152.00	IncFIB_K__1_Kpn3_pld1
159_R	AP022439.1	1	330	210000	210329	3.28e-165	587.0	99.394	100	254388	330	1.0	0	9.10%	23152.00	IncFIB_K__1_Kpn3_pld1
159_R	AP022439.1	1	330	214252	214581	3.28e-165	587.0	99.394	100	254388	330	1.0	0	9.10%	23152.00	IncFIB_K__1_Kpn3_pld1
159_R	AP028563.1	1	330	3402	3731	6.34e-168	596.0	100.0	100	200434	330	1.0	0	47.39%	94984.00	IncFIB_K__1_Kpn3_pld1
127	AP028563.1	1	579	4602	5180	0.0	1045.0	100.0	100	200434	579	1.0	0	47.39%	94984.00	IncFIB_K__1_Kpn3_pld1
230_R	AP028563.1	2	94	5182	5274	9.17e-40	168.0	100.0	74	200434	125	0.744	0	47.39%	94984.00	IncFIB_K__1_Kpn3_pld1
125_R	AP028563.1	1	667	5274	5940	0.0	1204.0	100.0	100	200434	667	1.0	0	47.39%	94984.00	IncFIB_K__1_Kpn3_pld1
130_R	AP028563.1	1	556	6433	6988	0.0	1003.0	100.0	100	200434	556	1.0	0	47.39%	94984.00	IncFIB_K__1_Kpn3_pld1
72_R	AP028563.1	1	5564	6989	12561	0.0	9166.0	96.537	100	200434	8377	0.6641995941267756	0	47.39%	94984.00	IncFIB_K__1_Kpn3_pld1
159_R	AP028563.1	1	330	13543	13872	6.34e-168	596.0	100.0	100	200434	330	1.0	0	47.39%	94984.00	IncFIB_K__1_Kpn3_pld1
96_R	AP028563.1	1	1881	18371	20242	0.0	3349.0	99.522	97	200434	1943	0.968090581574884	8	47.39%	94984.00	IncFIB_K__1_Kpn3_pld1
50	AP028563.1	1	22105	20243	42343	0.0	38349.0	98.48	100	200434	22105	1.0	0	47.39%	94984.00	IncFIB_K__1_Kpn3_pld1
159	AP028563.1	1	330	45524	45853	6.34e-168	596.0	100.0	100	200434	330	1.0	0	47.39%	94984.00	IncFIB_K__1_Kpn3_pld1
242	AP028563.1	1	102	51795	51896	9.01e-45	185.0	100.0	100	200434	102	1.0	0	47.39%	94984.00	IncFIB_K__1_Kpn3_pld1
160_R	AP028563.1	1	328	52033	52360	3.2599999999999997e-165	588.0	99.695	100	200434	328	1.0	0	47.39%	94984.00	IncFIB_K__1_Kpn3_pld1
83_R	AP028563.1	1	4266	59445	63710	0.0	7694.0	100.0	100	200434	4266	1.0	0	47.39%	94984.00	IncFIB_K__1_Kpn3_pld1
101_R	AP028563.1	1	1495	64770	66264	0.0	2697.0	100.0	95	200434	1576	0.9486040609137056	0	47.39%	94984.00	IncFIB_K__1_Kpn3_pld1
110	AP028563.1	1	1140	69713	70852	0.0	2052.0	99.912	100	200434	1140	1.0	0	47.39%	94984.00	IncFIB_K__1_Kpn3_pld1
136	AP028563.1	1	441	96151	96592	0.0	785.0	99.548	89	200434	497	0.8873239436619719	0	47.39%	94984.00	IncFIB_K__1_Kpn3_pld1
67_R	AP028563.1	3263	6616	96998	100349	0.0	5637.0	97.379	69	200434	11292	0.6916400991852638	0	47.39%	94984.00	IncFIB_K__1_Kpn3_pld1
67_R	AP028563.1	6837	11292	100349	104804	0.0	8037.0	100.0	69	200434	11292	0.6916400991852638	0	47.39%	94984.00	IncFIB_K__1_Kpn3_pld1
194_R	AP028563.1	1	168	105067	105234	2.5600000000000003e-80	304.0	100.0	100	200434	168	1.0	0	47.39%	94984.00	IncFIB_K__1_Kpn3_pld1
69	AP028563.1	1	5392	105379	110770	0.0	9725.0	100.0	94	200434	9650	0.9390673575129532	0	47.39%	94984.00	IncFIB_K__1_Kpn3_pld1
69	AP028563.1	5981	9650	111962	115631	0.0	6574.0	99.728	94	200434	9650	0.9390673575129532	0	47.39%	94984.00	IncFIB_K__1_Kpn3_pld1
157	AP028563.1	1	339	151641	151979	8.500000000000001e-173	612.0	100.0	100	200434	339	1.0	0	47.39%	94984.00	IncFIB_K__1_Kpn3_pld1
78_R	AP028563.1	1	4645	152155	156799	0.0	8364.0	99.935	96	200434	4825	0.9626943005181348	0	47.39%	94984.00	IncFIB_K__1_Kpn3_pld1
76	AP028563.1	1	5592	159429	165020	0.0	10081.0	99.982	100	200434	5592	1.0	0	47.39%	94984.00	IncFIB_K__1_Kpn3_pld1
55	AP028563.1	1	13954	165013	178967	0.0	24937.0	99.642	73	200434	19021	0.7336102202828453	0	47.39%	94984.00	IncFIB_K__1_Kpn3_pld1
54	AP028563.1	2	13210	183856	197076	0.0	22661.0	98.005	69	200434	19252	0.6861105339704966	0	47.39%	94984.00	IncFIB_K__1_Kpn3_pld1
72_R	CP003224.1	87	2711	289	2888	0.0	3764.0	91.698	78	111195	8377	0.7765309776769727	0	19.92%	22147.00	IncFIB_K__1_Kpn3_pld1
72_R	CP003224.1	4498	8377	5572	9451	0.0	6790.0	98.841	78	111195	8377	0.7765309776769727	0	19.92%	22147.00	IncFIB_K__1_Kpn3_pld1
234_R	CP003224.1	1	124	10300	10423	1.34e-56	224.0	100.0	100	111195	124	1.0	0	19.92%	22147.00	IncFIB_K__1_Kpn3_pld1
179	CP003224.1	1	204	77388	77591	9.25e-100	369.0	100.0	100	111195	204	1.0	0	19.92%	22147.00	IncFIB_K__1_Kpn3_pld1
204_R	CP003224.1	1	150	77604	77753	5.57e-69	267.0	99.333	100	111195	150	1.0	0	19.92%	22147.00	IncFIB_K__1_Kpn3_pld1
157	CP003224.1	1	339	81776	82113	1.18e-164	586.0	98.525	100	111195	339	1.0	0	19.92%	22147.00	IncFIB_K__1_Kpn3_pld1
157	CP003224.1	1	339	92044	92382	4.1200000000000004e-164	584.0	98.529	100	111195	339	1.0	0	19.92%	22147.00	IncFIB_K__1_Kpn3_pld1
93	CP003224.1	1	2179	92559	94737	0.0	3827.0	98.944	100	111195	2179	1.0	0	19.92%	22147.00	IncFIB_K__1_Kpn3_pld1
221	CP003224.1	1	135	94738	94872	1.61e-62	244.0	100.0	100	111195	135	1.0	0	19.92%	22147.00	IncFIB_K__1_Kpn3_pld1
129_R	CP003224.1	2	558	94874	95430	0.0	987.0	99.282	99	111195	558	0.9982078853046596	0	19.92%	22147.00	IncFIB_K__1_Kpn3_pld1
157	CP003224.1	1	339	95431	95769	8.500000000000001e-173	612.0	100.0	100	111195	339	1.0	0	19.92%	22147.00	IncFIB_K__1_Kpn3_pld1
54	CP003224.1	2	11295	95771	107072	0.0	17133.0	93.71	59	111195	19252	0.5866403490546437	0	19.92%	22147.00	IncFIB_K__1_Kpn3_pld1
78_R	CP023934.1	632	4825	21676	25864	0.0	7330.0	98.784	87	77986	4825	0.8692227979274612	0	23.71%	18488.00	IncFIB_K__1_Kpn3_pld1
93	CP023934.1	1	2179	31621	33799	0.0	3827.0	98.944	100	77986	2179	1.0	0	23.71%	18488.00	IncFIB_K__1_Kpn3_pld1
221	CP023934.1	1	135	33800	33934	1.61e-62	244.0	100.0	100	77986	135	1.0	0	23.71%	18488.00	IncFIB_K__1_Kpn3_pld1
129_R	CP023934.1	2	558	33936	34492	0.0	987.0	99.282	99	77986	558	0.9982078853046596	0	23.71%	18488.00	IncFIB_K__1_Kpn3_pld1
54	CP023934.1	2	11295	34833	46134	0.0	17133.0	93.71	59	77986	19252	0.5866403490546437	0	23.71%	18488.00	IncFIB_K__1_Kpn3_pld1
221_R	CP023934.1	1	126	77790	77915	2.39e-41	174.0	90.476	100	77986	135	0.9333333333333332	0	23.71%	18488.00	IncFIB_K__1_Kpn3_pld1
96	CP024484.1	63	1943	15758	17637	0.0	3349.0	99.522	97	71104	1943	0.968090581574884	0	57.96%	41212.00	IncFIB_K__1_Kpn3_pld1
72	CP024484.1	1	4610	17631	22240	0.0	8119.0	99.068	87	71104	8377	0.8739405515100871	0	57.96%	41212.00	IncFIB_K__1_Kpn3_pld1
72	CP024484.1	5667	8377	22684	25396	0.0	4237.0	94.692	87	71104	8377	0.8739405515100871	0	57.96%	41212.00	IncFIB_K__1_Kpn3_pld1
54_R	CP024484.1	7958	19251	29364	40667	0.0	17173.0	93.764	59	71104	19252	0.5866403490546437	0	57.96%	41212.00	IncFIB_K__1_Kpn3_pld1
55_R	CP024484.1	1	6571	41031	47600	0.0	10430.0	95.253	64	71104	19021	0.6429209820724462	0	57.96%	41212.00	IncFIB_K__1_Kpn3_pld1
55_R	CP024484.1	13364	19021	47680	53337	0.0	10191.0	99.947	64	71104	19021	0.6429209820724462	0	57.96%	41212.00	IncFIB_K__1_Kpn3_pld1
76_R	CP024484.1	1	4911	53330	58240	0.0	8848.0	99.959	88	71104	5592	0.8782188841201717	0	57.96%	41212.00	IncFIB_K__1_Kpn3_pld1
217	CP024484.1	1	136	59880	60015	4.64e-63	246.0	100.0	100	71104	136	1.0	0	57.96%	41212.00	IncFIB_K__1_Kpn3_pld1
242_R	CP024484.1	1	102	60016	60117	9.01e-45	185.0	100.0	100	71104	102	1.0	0	57.96%	41212.00	IncFIB_K__1_Kpn3_pld1
90	CP024484.1	1	2454	60551	63004	0.0	4417.0	99.919	100	71104	2454	1.0	0	57.96%	41212.00	IncFIB_K__1_Kpn3_pld1
180	CP024484.1	1	196	63147	63342	1.9399999999999998e-95	354.0	100.0	100	71104	196	1.0	0	57.96%	41212.00	IncFIB_K__1_Kpn3_pld1
202_R	CP024484.1	1	152	63344	63495	1.09e-71	275.0	100.0	100	71104	152	1.0	0	57.96%	41212.00	IncFIB_K__1_Kpn3_pld1
150	CP024484.1	1	397	63497	63893	0.0	703.0	99.244	100	71104	397	1.0	0	57.96%	41212.00	IncFIB_K__1_Kpn3_pld1
209	CP024484.1	1	144	69965	70108	2.2699999999999997e-67	260.0	100.0	100	71104	144	1.0	0	57.96%	41212.00	IncFIB_K__1_Kpn3_pld1
72	CP030319.1	1	3880	90198	94077	0.0	6790.0	98.841	78	169824	8377	0.7765309776769727	0	11.75%	19961.00	IncFIB_K__1_Kpn3_pld1
72	CP030319.1	5667	8291	96761	99360	0.0	3764.0	91.698	78	169824	8377	0.7765309776769727	0	11.75%	19961.00	IncFIB_K__1_Kpn3_pld1
54_R	CP030319.1	7958	19251	103772	115073	0.0	17133.0	93.71	59	169824	19252	0.5866403490546437	0	11.75%	19961.00	IncFIB_K__1_Kpn3_pld1
93_R	CP030319.1	1	2179	116107	118285	0.0	3827.0	98.944	100	169824	2179	1.0	0	11.75%	19961.00	IncFIB_K__1_Kpn3_pld1
78_R	CP034325.1	120	4825	65942	70643	0.0	8107.0	98.237	98	156910	4825	0.9753367875647668	0	10.39%	16296.00	IncFIB_K__1_Kpn3_pld1
221	CP034325.1	1	135	78172	78306	1.61e-62	244.0	100.0	100	156910	135	1.0	0	10.39%	16296.00	IncFIB_K__1_Kpn3_pld1
54	CP034325.1	2	11312	79132	90450	0.0	17145.0	93.684	59	156910	19252	0.5875233741948889	0	10.39%	16296.00	IncFIB_K__1_Kpn3_pld1
214_R	CP034325.1	1	140	107629	107768	3.25e-65	253.0	100.0	100	156910	140	1.0	0	10.39%	16296.00	IncFIB_K__1_Kpn3_pld1
243_R	CP043603.1	1	101	12742	12842	3.1000000000000003e-44	183.0	100.0	100	153486	101	1.0	0	16.16%	24808.00	IncFIB_K__1_Kpn3_pld1
78_R	CP043603.1	632	4825	105829	110017	0.0	7330.0	98.784	87	153486	4825	0.8692227979274612	0	16.16%	24808.00	IncFIB_K__1_Kpn3_pld1
93	CP043603.1	1	2179	115773	117951	0.0	3827.0	98.944	100	153486	2179	1.0	0	16.16%	24808.00	IncFIB_K__1_Kpn3_pld1
129_R	CP043603.1	2	558	118088	118644	0.0	987.0	99.282	99	153486	558	0.9982078853046596	0	16.16%	24808.00	IncFIB_K__1_Kpn3_pld1
54	CP043603.1	2	11295	118985	130286	0.0	17133.0	93.71	59	153486	19252	0.5866403490546437	0	16.16%	24808.00	IncFIB_K__1_Kpn3_pld1
72_R	CP043603.1	87	2711	134698	137297	0.0	3764.0	91.698	78	153486	8377	0.7765309776769727	0	16.16%	24808.00	IncFIB_K__1_Kpn3_pld1
