qseqid	sseqid	qstart	qend	sstart	send	evalue	bitscore	pident	qcovs	slen	qlen	q_perc_aligned	overlapped_bases	coverage_percentage	bases_covered	gene_name
231_R	CP006657.1	1	125	166351	166475	3.89e-57	226.0	100.0	100	317154	125	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
223	CP006657.1	1	134	168032	168165	5.55e-62	242.0	100.0	100	317154	134	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
141	CP006657.1	1	464	168166	168629	0.0	838.0	100.0	100	317154	464	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
154_R	CP006657.1	1	365	168630	168994	0.0	659.0	100.0	100	317154	365	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
207_R	CP006657.1	1	149	169037	169185	4.54e-70	269.0	100.0	100	317154	149	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
215_R	CP006657.1	1	139	169187	169325	1.12e-64	251.0	100.0	100	317154	139	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
152_R	CP006657.1	1	380	169326	169326	0.0	643.0	96.401	99	317154	381	0.9973753280839897	388	22.51%	71392.00	IncFII_1_pKP91_pld1
149_R	CP006657.1	2	399	169327	169715	0.0	682.0	97.739	99	317154	399	0.9974937343358397	0	22.51%	71392.00	IncFII_1_pKP91_pld1
192_R	CP006657.1	1	172	169716	169887	1.77e-82	311.0	100.0	100	317154	172	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
200	CP006657.1	1	158	169889	170046	6.35e-75	286.0	100.0	100	317154	158	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
124	CP006657.1	1	677	170048	170724	0.0	1222.0	100.0	100	317154	677	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
201_R	CP006657.1	1	155	170726	170880	2.6400000000000003e-73	280.0	100.0	100	317154	155	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
168_R	CP006657.1	1	262	170881	170881	1.1000000000000001e-125	455.0	98.473	99	317154	265	0.9886792452830188	261	22.51%	71392.00	IncFII_1_pKP91_pld1
167	CP006657.1	2	265	170882	171145	3.36e-132	477.0	100.0	99	317154	265	0.9962264150943396	0	22.51%	71392.00	IncFII_1_pKP91_pld1
212_R	CP006657.1	1	140	171146	171285	1.38e-63	249.0	99.286	100	317154	140	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
205	CP006657.1	1	149	171314	171462	4.54e-70	269.0	100.0	100	317154	149	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
232_R	CP006657.1	1	124	171463	171586	1.34e-56	224.0	100.0	100	317154	124	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
216	CP006657.1	1	137	171587	171723	1.34e-63	248.0	100.0	100	317154	137	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
170_R	CP006657.1	1	260	171788	172047	4.88e-130	470.0	100.0	100	317154	260	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
91_R	CP006657.1	1	2451	172048	174498	0.0	4421.0	100.0	100	317154	2451	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
202	CP006657.1	1	152	174500	174651	1.09e-71	275.0	100.0	100	317154	152	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
181	CP006657.1	1	196	174653	174848	1.01e-92	345.0	98.98	100	317154	196	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
166	CP006657.1	1	276	174849	175124	1.08e-138	499.0	100.0	100	317154	276	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
217_R	CP006657.1	1	136	175125	175260	4.64e-63	246.0	100.0	100	317154	136	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
187_R	CP006657.1	1	184	175261	175444	5.8899999999999995e-89	333.0	100.0	100	317154	184	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
160_R	CP006657.1	2	328	175262	175588	1.14e-164	586.0	99.694	99	317154	328	0.9969512195121952	0	22.51%	71392.00	IncFII_1_pKP91_pld1
219	CP006657.1	1	136	175589	175724	4.64e-63	246.0	100.0	100	317154	136	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
84	CP006657.1	1	3377	177620	180999	0.0	5485.0	96.037	87	317154	3901	0.8656754678287618	0	22.51%	71392.00	IncFII_1_pKP91_pld1
214	CP006657.1	1	140	226270	226409	1.68e-62	244.0	98.571	100	317154	140	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
236_R	CP006657.1	1	111	226566	226676	1.32e-49	201.0	100.0	100	317154	111	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
182	CP006657.1	1	192	226677	226868	2.81e-93	347.0	100.0	100	317154	192	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
222_R	CP006657.1	3	135	226871	227003	1.9599999999999998e-61	241.0	100.0	100	317154	135	0.9851851851851852	0	22.51%	71392.00	IncFII_1_pKP91_pld1
234	CP006657.1	1	124	227057	227180	1.34e-56	224.0	100.0	100	317154	124	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
209	CP006657.1	1	144	253072	253215	2.2699999999999997e-67	260.0	100.0	100	317154	144	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
119	CP006657.1	1	749	253216	253964	0.0	1352.0	100.0	100	317154	749	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
178	CP006657.1	1	206	253966	254171	7.68e-101	372.0	100.0	100	317154	206	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
88_R	CP006657.1	1	2791	258984	261781	0.0	4881.0	98.714	100	317154	2791	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
174_R	CP006657.1	1	229	261782	262010	2.84e-113	414.0	100.0	100	317154	229	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
138_R	CP006657.1	1	480	262011	262490	0.0	848.0	99.167	100	317154	480	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
190	CP006657.1	1	181	262491	262671	1.04e-85	323.0	99.448	100	317154	181	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
143	CP006657.1	1	448	262672	262672	0.0	768.0	97.991	99	317154	450	0.9955555555555556	447	22.51%	71392.00	IncFII_1_pKP91_pld1
142_R	CP006657.1	2	450	262673	263121	0.0	783.0	98.664	99	317154	450	0.9977777777777778	0	22.51%	71392.00	IncFII_1_pKP91_pld1
204	CP006657.1	1	150	263122	263271	5.57e-69	267.0	99.333	100	317154	150	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
179_R	CP006657.1	1	204	263284	263487	9.25e-100	369.0	100.0	100	317154	204	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
155	CP006657.1	1	363	263489	263851	0.0	655.0	100.0	100	317154	363	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
74_R	CP006657.1	2	2156	263853	266007	0.0	3571.0	96.752	99	317154	6379	0.3378272456497884	0	22.51%	71392.00	IncFII_1_pKP91_pld1
44	CP006657.1	3221	16118	267053	279941	0.0	21438.0	96.864	70	317154	31816	0.7046454614030676	0	22.51%	71392.00	IncFII_1_pKP91_pld1
44	CP006657.1	21585	31105	285228	294779	0.0	16077.0	97.269	70	317154	31816	0.7046454614030676	0	22.51%	71392.00	IncFII_1_pKP91_pld1
67	CP006657.1	4456	8030	299384	302958	0.0	5728.0	95.64	32	317154	11292	0.3165958200495926	0	22.51%	71392.00	IncFII_1_pKP91_pld1
214	CP006657.1	3	140	310122	310259	3.9600000000000005e-64	250.0	100.0	100	317154	140	0.9857142857142858	0	22.51%	71392.00	IncFII_1_pKP91_pld1
236_R	CP006657.1	1	111	310416	310527	1.2400000000000001e-43	181.0	96.429	100	317154	111	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
182	CP006657.1	1	192	310528	310719	1.1999999999999999e-91	343.0	99.479	100	317154	192	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
222_R	CP006657.1	1	135	310720	310854	1.61e-62	244.0	100.0	100	317154	135	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
234	CP006657.1	1	124	310908	311031	1.34e-56	224.0	100.0	100	317154	124	1.0	0	22.51%	71392.00	IncFII_1_pKP91_pld1
67_R	CP006925.1	7606	11292	28941	32627	0.0	6605.0	99.729	33	36109	11292	0.3265143464399574	0	10.21%	3687.00	IncFII_1_pKP91_pld1
67_R	CP009856.1	3256	7676	33408	37825	0.0	7799.0	99.209	39	61419	11292	0.3915161176053843	0	7.97%	4896.00	IncFII_1_pKP91_pld1
140_R	CP009856.1	1	478	52497	52974	0.0	863.0	100.0	100	61419	478	1.0	0	7.97%	4896.00	IncFII_1_pKP91_pld1
88_R	CP011990.1	1	2791	2421	5218	0.0	4881.0	98.714	100	162533	2791	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
174_R	CP011990.1	1	229	5219	5447	2.84e-113	414.0	100.0	100	162533	229	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
138_R	CP011990.1	1	480	5448	5927	0.0	848.0	99.167	100	162533	480	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
190	CP011990.1	1	181	5928	6108	1.04e-85	323.0	99.448	100	162533	181	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
143	CP011990.1	1	448	6109	6109	0.0	768.0	97.991	99	162533	450	0.9955555555555556	447	26.85%	43641.00	IncFII_1_pKP91_pld1
142_R	CP011990.1	2	450	6110	6558	0.0	783.0	98.664	99	162533	450	0.9977777777777778	0	26.85%	43641.00	IncFII_1_pKP91_pld1
204	CP011990.1	1	150	6559	6708	5.57e-69	267.0	99.333	100	162533	150	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
179_R	CP011990.1	1	204	6721	6924	9.25e-100	369.0	100.0	100	162533	204	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
155	CP011990.1	1	363	6926	7288	0.0	655.0	100.0	100	162533	363	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
44	CP011990.1	3221	16118	10490	23378	0.0	21434.0	96.856	70	162533	31816	0.7046454614030676	0	26.85%	43641.00	IncFII_1_pKP91_pld1
44	CP011990.1	21585	31105	28665	38216	0.0	16077.0	97.269	70	162533	31816	0.7046454614030676	0	26.85%	43641.00	IncFII_1_pKP91_pld1
67	CP011990.1	4456	8030	42821	46395	0.0	5728.0	95.64	32	162533	11292	0.3165958200495926	0	26.85%	43641.00	IncFII_1_pKP91_pld1
222_R	CP011990.1	1	135	54157	54291	1.61e-62	244.0	100.0	100	162533	135	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
140	CP011990.1	1	478	114789	115266	0.0	863.0	100.0	100	162533	478	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
231_R	CP011990.1	1	125	115471	115595	3.89e-57	226.0	100.0	100	162533	125	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
223	CP011990.1	1	134	117152	117285	5.55e-62	242.0	100.0	100	162533	134	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
141	CP011990.1	1	464	117286	117749	0.0	838.0	100.0	100	162533	464	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
154_R	CP011990.1	1	365	117750	118114	0.0	659.0	100.0	100	162533	365	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
207_R	CP011990.1	1	149	118157	118305	4.54e-70	269.0	100.0	100	162533	149	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
215_R	CP011990.1	1	139	118307	118445	1.12e-64	251.0	100.0	100	162533	139	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
152_R	CP011990.1	1	380	118446	118446	0.0	643.0	96.401	99	162533	381	0.9973753280839897	388	26.85%	43641.00	IncFII_1_pKP91_pld1
149_R	CP011990.1	2	399	118447	118835	0.0	682.0	97.739	99	162533	399	0.9974937343358397	0	26.85%	43641.00	IncFII_1_pKP91_pld1
192_R	CP011990.1	1	172	118836	119007	1.77e-82	311.0	100.0	100	162533	172	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
200	CP011990.1	1	158	119009	119166	6.35e-75	286.0	100.0	100	162533	158	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
124	CP011990.1	1	677	119168	119844	0.0	1222.0	100.0	100	162533	677	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
201_R	CP011990.1	1	155	119846	120000	2.6400000000000003e-73	280.0	100.0	100	162533	155	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
168_R	CP011990.1	1	262	120001	120001	1.1000000000000001e-125	455.0	98.473	99	162533	265	0.9886792452830188	261	26.85%	43641.00	IncFII_1_pKP91_pld1
167	CP011990.1	2	265	120002	120265	3.36e-132	477.0	100.0	99	162533	265	0.9962264150943396	0	26.85%	43641.00	IncFII_1_pKP91_pld1
212_R	CP011990.1	1	140	120266	120405	1.38e-63	249.0	99.286	100	162533	140	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
205	CP011990.1	1	149	120434	120582	4.54e-70	269.0	100.0	100	162533	149	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
232_R	CP011990.1	1	124	120583	120706	1.34e-56	224.0	100.0	100	162533	124	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
216	CP011990.1	1	137	120707	120843	1.34e-63	248.0	100.0	100	162533	137	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
170_R	CP011990.1	1	260	120908	121167	4.88e-130	470.0	100.0	100	162533	260	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
91_R	CP011990.1	1	2451	121168	123618	0.0	4421.0	100.0	100	162533	2451	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
202	CP011990.1	1	152	123620	123771	1.09e-71	275.0	100.0	100	162533	152	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
181	CP011990.1	1	196	123773	123968	1.01e-92	345.0	98.98	100	162533	196	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
166	CP011990.1	1	276	123969	124244	1.08e-138	499.0	100.0	100	162533	276	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
217_R	CP011990.1	1	136	124245	124380	4.64e-63	246.0	100.0	100	162533	136	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
187_R	CP011990.1	1	184	124381	124564	5.8899999999999995e-89	333.0	100.0	100	162533	184	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
160_R	CP011990.1	2	328	124382	124708	1.14e-164	586.0	99.694	99	162533	328	0.9969512195121952	0	26.85%	43641.00	IncFII_1_pKP91_pld1
219	CP011990.1	1	136	124709	124844	4.64e-63	246.0	100.0	100	162533	136	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
84	CP011990.1	1	3377	126740	130119	0.0	5485.0	96.037	87	162533	3901	0.8656754678287618	0	26.85%	43641.00	IncFII_1_pKP91_pld1
209	CP011990.1	1	144	159042	159185	2.2699999999999997e-67	260.0	100.0	100	162533	144	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
119	CP011990.1	1	749	159186	159934	0.0	1352.0	100.0	100	162533	749	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
178	CP011990.1	1	206	159936	160141	7.68e-101	372.0	100.0	100	162533	206	1.0	0	26.85%	43641.00	IncFII_1_pKP91_pld1
107	CP018460.1	1	1335	27509	28843	0.0	2016.0	93.483	100	232181	1335	1.0	0	16.00%	37160.00	IncFII_1_pKP91_pld1
236_R	CP018460.1	1	111	113174	113284	1.32e-49	201.0	100.0	100	232181	111	1.0	0	16.00%	37160.00	IncFII_1_pKP91_pld1
182	CP018460.1	1	192	113285	113476	2.81e-93	347.0	100.0	100	232181	192	1.0	0	16.00%	37160.00	IncFII_1_pKP91_pld1
222_R	CP018460.1	3	135	113479	113611	1.9599999999999998e-61	241.0	100.0	100	232181	135	0.9851851851851852	0	16.00%	37160.00	IncFII_1_pKP91_pld1
209	CP018460.1	1	144	139680	139823	2.2699999999999997e-67	260.0	100.0	100	232181	144	1.0	0	16.00%	37160.00	IncFII_1_pKP91_pld1
119	CP018460.1	1	749	139824	140572	0.0	1352.0	100.0	100	232181	749	1.0	0	16.00%	37160.00	IncFII_1_pKP91_pld1
178	CP018460.1	1	206	140574	140779	7.68e-101	372.0	100.0	100	232181	206	1.0	0	16.00%	37160.00	IncFII_1_pKP91_pld1
88_R	CP018460.1	1	2791	145592	148389	0.0	4881.0	98.714	100	232181	2791	1.0	0	16.00%	37160.00	IncFII_1_pKP91_pld1
174_R	CP018460.1	1	229	148390	148618	2.84e-113	414.0	100.0	100	232181	229	1.0	0	16.00%	37160.00	IncFII_1_pKP91_pld1
138_R	CP018460.1	1	480	148619	149098	0.0	848.0	99.167	100	232181	480	1.0	0	16.00%	37160.00	IncFII_1_pKP91_pld1
190	CP018460.1	1	181	149099	149279	1.04e-85	323.0	99.448	100	232181	181	1.0	0	16.00%	37160.00	IncFII_1_pKP91_pld1
143	CP018460.1	1	448	149280	149280	0.0	768.0	97.991	99	232181	450	0.9955555555555556	447	16.00%	37160.00	IncFII_1_pKP91_pld1
142_R	CP018460.1	2	450	149281	149729	0.0	783.0	98.664	99	232181	450	0.9977777777777778	0	16.00%	37160.00	IncFII_1_pKP91_pld1
204	CP018460.1	1	150	149730	149879	5.57e-69	267.0	99.333	100	232181	150	1.0	0	16.00%	37160.00	IncFII_1_pKP91_pld1
179_R	CP018460.1	1	204	149892	150095	9.25e-100	369.0	100.0	100	232181	204	1.0	0	16.00%	37160.00	IncFII_1_pKP91_pld1
155	CP018460.1	1	363	150097	150459	0.0	655.0	100.0	100	232181	363	1.0	0	16.00%	37160.00	IncFII_1_pKP91_pld1
44	CP018460.1	3221	16118	153661	166549	0.0	21438.0	96.864	70	232181	31816	0.7046454614030676	0	16.00%	37160.00	IncFII_1_pKP91_pld1
44	CP018460.1	21585	31105	171836	181387	0.0	16077.0	97.269	70	232181	31816	0.7046454614030676	0	16.00%	37160.00	IncFII_1_pKP91_pld1
67	CP018460.1	4456	8030	185993	189567	0.0	5728.0	95.64	32	232181	11292	0.3165958200495926	0	16.00%	37160.00	IncFII_1_pKP91_pld1
236_R	CP018460.1	1	111	197025	197136	2.39e-46	190.0	98.214	100	232181	111	1.0	0	16.00%	37160.00	IncFII_1_pKP91_pld1
182	CP018460.1	1	192	197137	197328	2.81e-93	347.0	100.0	100	232181	192	1.0	0	16.00%	37160.00	IncFII_1_pKP91_pld1
222_R	CP018460.1	1	135	197329	197463	1.61e-62	244.0	100.0	100	232181	135	1.0	0	16.00%	37160.00	IncFII_1_pKP91_pld1
107_R	CP018460.1	1	1335	205152	206486	0.0	1998.0	93.184	100	232181	1335	1.0	0	16.00%	37160.00	IncFII_1_pKP91_pld1
107_R	CP018460.1	1	1335	209711	211045	0.0	2408.0	100.0	100	232181	1335	1.0	0	16.00%	37160.00	IncFII_1_pKP91_pld1
186_R	CP018460.1	1	185	226535	226719	1.7e-89	334.0	100.0	100	232181	185	1.0	0	16.00%	37160.00	IncFII_1_pKP91_pld1
