qseqid	sseqid	qstart	qend	sstart	send	evalue	bitscore	pident	qcovs	slen	qlen	q_perc_aligned	overlapped_bases	coverage_percentage	bases_covered	gene_name
34_R	NZ_CP024642.1	1	13138	117852	130989	0.0	23680.0	99.977	30	144739	43967	0.2988150203561762	0	12.56%	18181.00	IncR_1_pld1
150_R	NZ_CP136462.1	1	397	39297	39692	0.0	673.0	97.733	100	121449	397	1.0	0	31.26%	37967.00	IncR_1_pld1
181	NZ_CP136462.1	1	196	39847	40042	2.22e-88	332.0	97.449	100	121449	196	1.0	0	31.26%	37967.00	IncR_1_pld1
188	NZ_CP136462.1	1	183	40043	40225	8.68e-87	326.0	99.454	100	121449	183	1.0	0	31.26%	37967.00	IncR_1_pld1
242	NZ_CP136462.1	1	102	40227	40328	9.01e-45	185.0	100.0	100	121449	102	1.0	0	31.26%	37967.00	IncR_1_pld1
150_R	NZ_CP136462.1	1	397	40664	41060	0.0	717.0	100.0	100	121449	397	1.0	0	31.26%	37967.00	IncR_1_pld1
181	NZ_CP136462.1	1	196	41215	41410	1.9399999999999998e-95	354.0	100.0	100	121449	196	1.0	0	31.26%	37967.00	IncR_1_pld1
188	NZ_CP136462.1	1	183	41411	41593	2.04e-88	331.0	100.0	100	121449	183	1.0	0	31.26%	37967.00	IncR_1_pld1
242	NZ_CP136462.1	1	102	41595	41696	9.01e-45	185.0	100.0	100	121449	102	1.0	0	31.26%	37967.00	IncR_1_pld1
160_R	NZ_CP136462.1	1	328	41833	42160	7.67e-167	592.0	100.0	100	121449	328	1.0	0	31.26%	37967.00	IncR_1_pld1
218_R	NZ_CP136462.1	2	131	42162	42291	8.400000000000002e-60	235.0	100.0	96	121449	136	0.9558823529411764	0	31.26%	37967.00	IncR_1_pld1
92_R	NZ_CP136462.1	3	2249	42294	44540	0.0	3967.0	99.154	99	121449	2249	0.9991107158737216	0	31.26%	37967.00	IncR_1_pld1
34_R	NZ_CP136462.1	18174	43967	51866	77644	0.0	44258.0	97.942	59	121449	43967	0.5866672731821594	0	31.26%	37967.00	IncR_1_pld1
73_R	NZ_CP136462.1	1	6801	77644	84444	0.0	12092.0	99.441	99	121449	6802	0.9998529844163482	0	31.26%	37967.00	IncR_1_pld1
139_R	NZ_CP136462.1	1	480	84675	85154	0.0	812.0	97.5	100	121449	480	1.0	0	31.26%	37967.00	IncR_1_pld1
142_R	NZ_CP136462.1	1	448	85336	85783	0.0	800.0	99.554	99	121449	450	0.9955555555555556	0	31.26%	37967.00	IncR_1_pld1
50_R	NZ_CP137437.1	1	22105	14654	36758	0.0	38688.0	98.824	100	111591	22105	1.0	0	53.35%	59529.00	IncR_1_pld1
96	NZ_CP137437.1	63	1943	36751	38630	0.0	3349.0	99.522	97	111591	1943	0.968090581574884	0	53.35%	59529.00	IncR_1_pld1
34_R	NZ_CP137437.1	23168	43967	46202	67001	0.0	36814.0	99.136	47	111591	43967	0.4730820842904906	0	53.35%	59529.00	IncR_1_pld1
73_R	NZ_CP137437.1	1	6442	67001	73439	0.0	10427.0	95.886	95	111591	6802	0.947074389885328	0	53.35%	59529.00	IncR_1_pld1
155	NZ_CP137437.1	1	363	75390	75752	0.0	655.0	100.0	100	111591	363	1.0	0	53.35%	59529.00	IncR_1_pld1
56_R	NZ_CP137437.1	7531	15495	103159	111109	0.0	12381.0	94.521	42	111591	18909	0.4212279866730128	0	53.35%	59529.00	IncR_1_pld1
