qseqid	sseqid	qstart	qend	sstart	send	evalue	bitscore	pident	qcovs	slen	qlen	q_perc_aligned	overlapped_bases	coverage_percentage	bases_covered	gene_name
36_R	NZ_CP048919.1	354	2101	1	1735	0.0	3121.0	99.027	83	2088	2101	0.831984769157544	0	83.09%	1735.00	Col_BS512__1_pld1
36	NZ_CP049131.1	749	2101	1	1353	0.0	2499.0	100.0	100	2100	2101	1.0	0	100.00%	2100.00	Col_BS512__1_pld1
36	NZ_CP049131.1	1	748	1354	2100	0.0	1358.0	99.466	100	2100	2101	1.0	0	100.00%	2100.00	Col_BS512__1_pld1
36_R	NZ_CP049842.1	754	2101	1	1360	0.0	2423.0	98.971	100	2113	2101	1.0	0	100.00%	2113.00	Col_BS512__1_pld1
36_R	NZ_CP049842.1	1	753	1361	2113	0.0	1391.0	100.0	100	2113	2101	1.0	0	100.00%	2113.00	Col_BS512__1_pld1
36_R	NZ_CP049856.1	754	2101	1	1360	0.0	2423.0	98.971	100	2113	2101	1.0	0	100.00%	2113.00	Col_BS512__1_pld1
36_R	NZ_CP049856.1	1	753	1361	2113	0.0	1391.0	100.0	100	2113	2101	1.0	0	100.00%	2113.00	Col_BS512__1_pld1
36_R	NZ_CP050362.1	1440	2101	1	662	0.0	1212.0	99.698	100	2101	2101	1.0	0	100.00%	2101.00	Col_BS512__1_pld1
36_R	NZ_CP050362.1	1	1439	663	2101	0.0	2658.0	100.0	100	2101	2101	1.0	0	100.00%	2101.00	Col_BS512__1_pld1
36_R	NZ_CP053255.2	229	2101	1	1885	0.0	3393.0	99.258	89	2113	2101	0.8914802475011899	0	89.21%	1885.00	Col_BS512__1_pld1
36	NZ_CP053387.1	1	1358	741	2074	0.0	2187.0	96.029	65	2074	2101	0.6463588767253688	0	64.32%	1334.00	Col_BS512__1_pld1
36_R	NZ_CP053761.1	79	2101	1	2011	0.0	3626.0	99.111	96	2089	2101	0.962874821513565	0	96.27%	2011.00	Col_BS512__1_pld1
36_R	NZ_CP054163.1	1	2101	193	2293	0.0	3869.0	99.905	100	2519	2101	1.0	0	83.41%	2101.00	Col_BS512__1_pld1
36	NZ_CP054218.1	1	1667	435	2113	0.0	3013.0	99.167	79	2113	2101	0.7934316991908615	0	79.46%	1679.00	Col_BS512__1_pld1
36_R	NZ_CP054361.1	1198	2101	1	916	0.0	1604.0	98.473	100	2113	2101	1.0	0	100.00%	2113.00	Col_BS512__1_pld1
36_R	NZ_CP054361.1	1	1197	917	2113	0.0	2211.0	100.0	100	2113	2101	1.0	0	100.00%	2113.00	Col_BS512__1_pld1
36_R	NZ_CP058655.1	355	2101	1	1747	0.0	3216.0	99.886	83	2101	2101	0.8315088053307949	0	83.15%	1747.00	Col_BS512__1_pld1
36	NZ_CP058660.1	1	2003	99	2101	0.0	3688.0	99.9	95	2101	2101	0.9533555449785815	0	95.34%	2003.00	Col_BS512__1_pld1
36_R	NZ_CP058665.1	973	2101	1	1129	0.0	2074.0	99.823	100	2101	2101	1.0	0	100.00%	2101.00	Col_BS512__1_pld1
36_R	NZ_CP058665.1	1	972	1130	2101	0.0	1796.0	100.0	100	2101	2101	1.0	0	100.00%	2101.00	Col_BS512__1_pld1
36	NZ_CP058899.1	625	2101	1	1489	0.0	2673.0	99.194	100	2113	2101	1.0	0	100.00%	2113.00	Col_BS512__1_pld1
36	NZ_CP058899.1	1	624	1490	2113	0.0	1142.0	99.68	100	2113	2101	1.0	0	100.00%	2113.00	Col_BS512__1_pld1
36_R	NZ_CP058920.1	1478	2101	1	624	0.0	1142.0	99.68	100	2113	2101	1.0	0	100.00%	2113.00	Col_BS512__1_pld1
36_R	NZ_CP058920.1	1	1477	625	2113	0.0	2673.0	99.194	100	2113	2101	1.0	0	100.00%	2113.00	Col_BS512__1_pld1
36_R	NZ_CP058924.1	1478	2101	1	624	0.0	1142.0	99.68	100	2101	2101	1.0	0	100.00%	2101.00	Col_BS512__1_pld1
36_R	NZ_CP058924.1	1	1477	625	2101	0.0	2728.0	100.0	100	2101	2101	1.0	0	100.00%	2101.00	Col_BS512__1_pld1
36	NZ_CP059133.1	129	2101	1	1973	0.0	3633.0	99.899	94	2101	2101	0.9390766301761068	0	93.91%	1973.00	Col_BS512__1_pld1
36_R	NZ_CP059338.1	1478	2101	1	624	0.0	1136.0	99.52	100	2101	2101	1.0	0	100.00%	2101.00	Col_BS512__1_pld1
36_R	NZ_CP059338.1	1	1477	625	2101	0.0	2728.0	100.0	100	2101	2101	1.0	0	100.00%	2101.00	Col_BS512__1_pld1
36_R	NZ_CP059341.1	1478	2101	1	624	0.0	1142.0	99.68	99	2113	2101	0.9990480723465016	0	99.91%	2111.00	Col_BS512__1_pld1
36_R	NZ_CP059341.1	1	1475	625	2111	0.0	2669.0	99.193	99	2113	2101	0.9990480723465016	0	99.91%	2111.00	Col_BS512__1_pld1
36	NZ_CP060119.1	1	1743	359	2101	0.0	3208.0	99.885	83	2101	2101	0.8296049500237982	0	82.96%	1743.00	Col_BS512__1_pld1
36_R	NZ_CP060427.1	972	2101	1	1118	0.0	1993.0	98.674	100	2089	2101	1.0	0	100.00%	2089.00	Col_BS512__1_pld1
36_R	NZ_CP060427.1	1	971	1119	2089	0.0	1794.0	100.0	100	2089	2101	1.0	0	100.00%	2089.00	Col_BS512__1_pld1
36	NZ_CP060872.1	1018	2101	1	1084	0.0	1997.0	99.908	100	2100	2101	1.0	0	100.00%	2100.00	Col_BS512__1_pld1
36	NZ_CP060872.1	1	1017	1085	2100	0.0	1855.0	99.607	100	2100	2101	1.0	0	100.00%	2100.00	Col_BS512__1_pld1
36_R	NZ_CP060945.1	362	2101	1	1740	0.0	3197.0	99.828	83	2101	2101	0.8281770585435507	0	82.82%	1740.00	Col_BS512__1_pld1
36_R	NZ_CP060960.1	157	2101	1	1957	0.0	3526.0	99.285	93	2113	2101	0.92574964302713	0	92.62%	1957.00	Col_BS512__1_pld1
36_R	NZ_CP061112.1	1	1583	519	2101	0.0	2924.0	100.0	75	2101	2101	0.7534507377439315	0	75.35%	1583.00	Col_BS512__1_pld1
36	NZ_CP061366.1	1	1837	265	2089	0.0	3304.0	99.238	87	2089	2101	0.8743455497382199	0	87.36%	1825.00	Col_BS512__1_pld1
36	NZ_CP063007.1	1	2090	12	2088	0.0	3764.0	99.283	99	2088	2101	0.9947643979057592	0	99.47%	2077.00	Col_BS512__1_pld1
36_R	NZ_CP064850.1	1	1590	512	2101	0.0	2937.0	100.0	76	2101	2101	0.7567824845311756	0	75.68%	1590.00	Col_BS512__1_pld1
36_R	NZ_CP067254.1	1	1781	321	2101	0.0	3290.0	100.0	85	2101	2101	0.8476915754402665	0	84.77%	1781.00	Col_BS512__1_pld1
36	NZ_CP069211.1	174	2101	1	1928	0.0	3550.0	99.896	92	2101	2101	0.917658257972394	0	91.77%	1928.00	Col_BS512__1_pld1
36_R	NZ_CP069674.1	795	2101	1	1295	0.0	2326.0	98.93	100	2089	2101	1.0	0	100.00%	2089.00	Col_BS512__1_pld1
36_R	NZ_CP069674.1	1	794	1296	2089	0.0	1467.0	100.0	100	2089	2101	1.0	0	100.00%	2089.00	Col_BS512__1_pld1
36_R	NZ_CP069869.1	100	2101	1	2002	0.0	3681.0	99.85	95	2101	2101	0.9528795811518324	0	95.29%	2002.00	Col_BS512__1_pld1
36_R	NZ_CP070004.1	100	2101	1	2002	0.0	3687.0	99.9	95	2101	2101	0.9528795811518324	0	95.29%	2002.00	Col_BS512__1_pld1
36	NZ_CP070031.1	1261	2101	1	841	0.0	1554.0	100.0	100	2102	2101	1.0	0	100.00%	2102.00	Col_BS512__1_pld1
36	NZ_CP070031.1	1	1260	842	2102	0.0	2322.0	99.921	100	2102	2101	1.0	0	100.00%	2102.00	Col_BS512__1_pld1
36_R	NZ_CP070081.1	882	2101	1	1220	0.0	2242.0	99.836	100	2101	2101	1.0	0	100.00%	2101.00	Col_BS512__1_pld1
36_R	NZ_CP070081.1	1	881	1221	2101	0.0	1628.0	100.0	100	2101	2101	1.0	0	100.00%	2101.00	Col_BS512__1_pld1
36_R	NZ_CP070099.1	882	2101	1	1220	0.0	2242.0	99.836	100	2101	2101	1.0	0	100.00%	2101.00	Col_BS512__1_pld1
36_R	NZ_CP070099.1	1	881	1221	2101	0.0	1628.0	100.0	100	2101	2101	1.0	0	100.00%	2101.00	Col_BS512__1_pld1
36	NZ_CP070141.1	798	2101	1	1304	0.0	2409.0	100.0	62	1377	2101	0.6206568300809139	0	94.70%	1304.00	Col_BS512__1_pld1
36_R	NZ_CP070424.1	1	1674	428	2113	0.0	3037.0	99.288	80	2113	2101	0.7967634459781057	0	79.79%	1686.00	Col_BS512__1_pld1
36_R	NZ_CP070444.1	1	1780	322	2113	0.0	3232.0	99.33	85	2113	2101	0.8472156116135173	0	84.81%	1792.00	Col_BS512__1_pld1
36	NZ_CP070458.1	882	2101	1	1220	0.0	2254.0	100.0	100	2113	2101	1.0	0	100.00%	2113.00	Col_BS512__1_pld1
36	NZ_CP070458.1	1	881	1221	2113	0.0	1561.0	98.434	100	2113	2101	1.0	0	100.00%	2113.00	Col_BS512__1_pld1
36_R	NZ_CP072472.1	672	2101	1	1442	0.0	2575.0	99.03	100	2113	2101	1.0	0	100.00%	2113.00	Col_BS512__1_pld1
36_R	NZ_CP072472.1	1	671	1443	2113	0.0	1240.0	100.0	100	2113	2101	1.0	0	100.00%	2113.00	Col_BS512__1_pld1
36	NZ_CP076316.1	931	2101	1	1171	0.0	2163.0	100.0	100	2101	2101	1.0	0	100.00%	2101.00	Col_BS512__1_pld1
36	NZ_CP076316.1	1	930	1172	2101	0.0	1701.0	99.678	100	2101	2101	1.0	0	100.00%	2101.00	Col_BS512__1_pld1
36	NZ_CP076347.1	1136	2101	1	966	0.0	1784.0	100.0	100	2113	2101	1.0	0	100.00%	2113.00	Col_BS512__1_pld1
36	NZ_CP076347.1	1	1135	967	2113	0.0	2030.0	98.78	100	2113	2101	1.0	0	100.00%	2113.00	Col_BS512__1_pld1
36_R	NZ_CP079616.1	450	2101	1	1652	0.0	3040.0	99.879	79	2101	2101	0.786292241789624	0	78.63%	1652.00	Col_BS512__1_pld1
36_R	NZ_CP079691.1	73	2101	1	2029	0.0	3736.0	99.901	97	2101	2101	0.96573060447406	0	96.57%	2029.00	Col_BS512__1_pld1
36_R	NZ_CP080374.1	648	2101	1	1441	0.0	2579.0	98.831	100	2088	2101	1.0	0	100.00%	2088.00	Col_BS512__1_pld1
36_R	NZ_CP080374.1	1	647	1442	2088	0.0	1195.0	100.0	100	2088	2101	1.0	0	100.00%	2088.00	Col_BS512__1_pld1
36_R	NZ_CP081310.1	11	2101	1	2078	0.0	3755.0	99.187	99	2088	2101	0.9952403617325084	0	99.52%	2078.00	Col_BS512__1_pld1
36_R	NZ_CP082051.1	79	2101	1	2026	0.0	3711.0	99.753	96	2104	2101	0.962874821513565	0	96.29%	2026.00	Col_BS512__1_pld1
36_R	NZ_CP082065.1	1048	2101	1	1066	0.0	1881.0	98.688	98	2183	2101	0.9795335554497858	0	94.82%	2070.00	Col_BS512__1_pld1
36_R	NZ_CP082065.1	44	1047	1180	2183	0.0	1855.0	100.0	98	2183	2101	0.9795335554497858	0	94.82%	2070.00	Col_BS512__1_pld1
36_R	NZ_CP082126.1	620	2101	1	1469	0.0	2630.0	98.853	71	2088	2101	0.7053783912422655	0	70.35%	1469.00	Col_BS512__1_pld1
36	NZ_CP082132.1	1	2009	93	2100	0.0	3681.0	99.751	96	2100	2101	0.9562113279390766	0	95.62%	2008.00	Col_BS512__1_pld1
36_R	NZ_CP083080.1	978	2101	1	1124	0.0	2065.0	99.822	100	2101	2101	1.0	0	100.00%	2101.00	Col_BS512__1_pld1
36_R	NZ_CP083080.1	1	977	1125	2101	0.0	1805.0	100.0	100	2101	2101	1.0	0	100.00%	2101.00	Col_BS512__1_pld1
36_R	NZ_CP083708.1	1472	2101	505	1133	0.0	1134.0	99.209	83	2634	2101	0.8300809138505474	0	66.17%	1743.00	Col_BS512__1_pld1
36_R	NZ_CP083708.1	1	1114	1134	2247	0.0	2047.0	99.821	83	2634	2101	0.8300809138505474	0	66.17%	1743.00	Col_BS512__1_pld1
36	NZ_CP085067.1	348	2101	1	1754	0.0	3240.0	100.0	83	2101	2101	0.834840552118039	0	83.48%	1754.00	Col_BS512__1_pld1
36_R	NZ_CP085191.1	1	1956	146	2088	0.0	3506.0	99.131	93	2088	2101	0.9309852451213708	0	93.06%	1943.00	Col_BS512__1_pld1
36_R	NZ_CP091663.1	611	2101	1	1491	0.0	2743.0	99.866	71	2101	2101	0.709662065683008	0	70.97%	1491.00	Col_BS512__1_pld1
