qseqid	sseqid	qstart	qend	sstart	send	evalue	bitscore	pident	qcovs	slen	qlen	q_perc_aligned	overlapped_bases	coverage_percentage	bases_covered	gene_name
22	CP063721.1	1	23206	2801	26011	0.0	42714.0	99.888	72	31764	32098	0.7229733939809334	0	73.07%	23211.00	IncX4_1_pld1
22	CP073616.1	4433	17033	12296	24885	0.0	21148.0	96.985	39	63779	32098	0.3925789768832949	0	39.47%	25176.00	IncX4_1_pld1
22	CP073616.1	4433	17033	44194	56779	0.0	21272.0	97.165	39	63779	32098	0.3925789768832949	0	39.47%	25176.00	IncX4_1_pld1
22_R	CP077665.1	15063	32098	15050	32086	0.0	31388.0	99.924	53	33309	32098	0.5307495794130476	0	51.15%	17037.00	IncX4_1_pld1
22	CP082578.1	1	22132	2667	24803	0.0	40680.0	99.842	69	31254	32098	0.6895133653187114	0	70.83%	22137.00	IncX4_1_pld1
22	CP088715.1	5443	17033	1	11591	0.0	21200.0	99.681	36	32659	32098	0.3611128419216151	0	35.49%	11591.00	IncX4_1_pld1
22	CP088731.1	1441	17049	5691	21301	0.0	27669.0	98.662	49	33808	32098	0.4862919808087731	0	46.18%	15611.00	IncX4_1_pld1
22	CP090286.1	1	17033	16096	33129	0.0	31416.0	99.959	53	34645	32098	0.5306561156458346	0	49.17%	17034.00	IncX4_1_pld1
22_R	CP092291.1	21875	32098	1	10225	0.0	18853.0	99.951	32	33296	32098	0.3185245186615988	0	30.71%	10225.00	IncX4_1_pld1
22	CP092296.1	1	17033	5717	22750	0.0	31416.0	99.959	53	33304	32098	0.5306561156458346	0	51.15%	17034.00	IncX4_1_pld1
22	CP092300.1	1	17033	1678	18711	0.0	31416.0	99.959	53	33304	32098	0.5306561156458346	0	51.15%	17034.00	IncX4_1_pld1
22	CP092303.1	1	17033	7651	24684	0.0	31416.0	99.959	53	44578	32098	0.5306561156458346	0	38.21%	17034.00	IncX4_1_pld1
22_R	CP092305.1	15063	32098	2104	19140	0.0	31416.0	99.953	53	33300	32098	0.5307495794130476	0	51.16%	17037.00	IncX4_1_pld1
22_R	CP092309.1	15063	32098	3052	20087	0.0	31410.0	99.947	53	33262	32098	0.5307495794130476	0	51.22%	17036.00	IncX4_1_pld1
22	CP092312.1	6590	17033	1	10446	0.0	19261.0	99.952	33	33292	32098	0.3253785282572123	0	31.38%	10446.00	IncX4_1_pld1
22	CP092316.1	1	17033	15470	32503	0.0	31416.0	99.959	53	33301	32098	0.5306561156458346	0	51.15%	17034.00	IncX4_1_pld1
22	CP092320.1	5329	17033	1	11705	0.0	21599.0	99.974	36	33287	32098	0.3646644650757056	0	35.16%	11705.00	IncX4_1_pld1
22	CP092324.1	5097	17033	1	11937	0.0	22027.0	99.975	37	33298	32098	0.3718923297401707	0	35.85%	11937.00	IncX4_1_pld1
22_R	CP092328.1	15660	32098	1	16439	0.0	30308.0	99.945	51	33286	32098	0.5121502897376784	0	49.39%	16439.00	IncX4_1_pld1
22	CP092330.1	1	11859	21428	33287	0.0	21872.0	99.958	37	33287	32098	0.3694622717926351	0	35.63%	11860.00	IncX4_1_pld1
22_R	CP099273.1	14709	27663	18205	31146	0.0	21612.0	96.804	40	32449	32098	0.4036077014144183	0	39.88%	12942.00	IncX4_1_pld1
22	CP100066.1	4433	23204	4435	23190	0.0	32230.0	97.675	58	62712	32098	0.5848339460402517	0	29.91%	18756.00	IncX4_1_pld1
22_R	CP119119.1	13441	24540	21842	32941	0.0	20210.0	99.532	35	32941	32098	0.3458159386877687	0	33.70%	11100.00	IncX4_1_pld1
22	CP122893.1	4433	22132	6516	24202	0.0	30352.0	97.637	55	36201	32098	0.5514362265561717	0	48.86%	17687.00	IncX4_1_pld1
22	CP134901.1	1605	17033	16452	31873	0.0	27693.0	99.073	48	33103	32098	0.4806841547759985	0	46.59%	15422.00	IncX4_1_pld1
22	CP134925.1	8415	18658	1	10244	0.0	18674.0	99.57	32	34186	32098	0.3191476104430182	0	29.97%	10244.00	IncX4_1_pld1
22_R	LC663732.1	9967	27666	4123	21790	0.0	29859.0	97.151	55	29615	32098	0.5514362265561717	0	59.66%	17668.00	IncX4_1_pld1
22	NC_010657.1	1605	17033	15779	31200	0.0	27682.0	99.06	48	33103	32098	0.4806841547759985	0	46.59%	15422.00	IncX4_1_pld1
22	NC_019128.1	4433	18658	19556	33765	0.0	24539.0	97.825	44	33765	32098	0.4432051841236214	0	42.08%	14210.00	IncX4_1_pld1
22	NC_019129.1	4433	17390	18447	31390	0.0	21606.0	96.789	40	32447	32098	0.4037011651816312	0	39.89%	12944.00	IncX4_1_pld1
22	NC_019130.1	4433	18658	19554	33763	0.0	24528.0	97.811	44	33763	32098	0.4432051841236214	0	42.09%	14210.00	IncX4_1_pld1
22_R	NC_021079.1	15063	30494	22514	37935	0.0	27669.0	99.041	48	41919	32098	0.4807776185432114	0	36.79%	15422.00	IncX4_1_pld1
22_R	NC_021841.1	8893	24600	19603	35296	0.0	27510.0	98.297	49	35297	32098	0.4893762851267992	0	44.46%	15694.00	IncX4_1_pld1
22_R	NC_022105.1	2517	31147	1	28633	0.0	52791.0	99.948	89	35341	32098	0.8919870396909465	0	81.02%	28633.00	IncX4_1_pld1
22_R	NZ_AP018411.1	15063	32098	12792	29828	0.0	31416.0	99.953	53	33310	32098	0.5307495794130476	0	51.15%	17037.00	IncX4_1_pld1
22	NZ_AP023229.1	1	10810	21638	32452	0.0	18980.0	98.356	34	32452	32098	0.3367811078571873	0	33.33%	10815.00	IncX4_1_pld1
22	NZ_AP025680.1	1441	17033	1003	16597	0.0	27739.0	98.776	49	32967	32098	0.4857935073836376	0	47.30%	15595.00	IncX4_1_pld1
22_R	NZ_AP026791.1	15063	27666	10244	22813	0.0	21128.0	96.975	39	30638	32098	0.3926724406505078	0	41.03%	12570.00	IncX4_1_pld1
22_R	NZ_AP026797.1	15063	27666	10244	22813	0.0	21128.0	96.975	39	30638	32098	0.3926724406505078	0	41.03%	12570.00	IncX4_1_pld1
22_R	NZ_AP027514.1	9542	32098	1	22561	0.0	41537.0	99.902	70	36340	32098	0.7027540656738738	0	62.08%	22561.00	IncX4_1_pld1
22_R	NZ_AP027558.1	15063	31346	2216	18505	0.0	28354.0	98.092	51	30296	32098	0.507321328431678	0	53.77%	16290.00	IncX4_1_pld1
22_R	NZ_AP027566.1	15063	31346	2216	18505	0.0	28326.0	98.062	51	30296	32098	0.507321328431678	0	53.77%	16290.00	IncX4_1_pld1
22_R	NZ_AP027581.1	14308	32098	1	17794	0.0	32812.0	99.955	55	31253	32098	0.55427129416163	0	56.94%	17794.00	IncX4_1_pld1
22	NZ_AP027777.1	4171	17033	1	12862	0.0	23713.0	99.946	40	33303	32098	0.400741479219889	0	38.62%	12862.00	IncX4_1_pld1
22_R	NZ_AP027817.1	15063	32098	3766	20802	0.0	31416.0	99.953	53	33309	32098	0.5307495794130476	0	51.15%	17037.00	IncX4_1_pld1
22_R	NZ_AP027858.1	19380	32098	1	12720	0.0	23460.0	99.961	40	33309	32098	0.3962552183936694	0	38.19%	12720.00	IncX4_1_pld1
22_R	NZ_AP027955.1	15063	32098	12791	29827	0.0	31410.0	99.947	53	33309	32098	0.5307495794130476	0	51.15%	17037.00	IncX4_1_pld1
22_R	NZ_AP027959.1	15063	32098	12790	29826	0.0	31416.0	99.953	53	33308	32098	0.5307495794130476	0	51.15%	17037.00	IncX4_1_pld1
22_R	NZ_AP027962.1	15063	32098	12791	29827	0.0	31416.0	99.953	53	33309	32098	0.5307495794130476	0	51.15%	17037.00	IncX4_1_pld1
22_R	NZ_AP027975.1	15063	32098	12791	29827	0.0	31416.0	99.953	53	33309	32098	0.5307495794130476	0	51.15%	17037.00	IncX4_1_pld1
22_R	NZ_AP027982.1	15063	32098	12791	29827	0.0	31416.0	99.953	53	33309	32098	0.5307495794130476	0	51.15%	17037.00	IncX4_1_pld1
22	NZ_CP011290.1	22172	32098	1	9927	0.0	18332.0	100.0	100	32098	32098	1.0	0	100.00%	32098.00	IncX4_1_pld1
22	NZ_CP011290.1	1	22171	9928	32098	0.0	40943.0	100.0	100	32098	32098	1.0	0	100.00%	32098.00	IncX4_1_pld1
22	NZ_CP011293.1	22172	32098	1	9927	0.0	18332.0	100.0	100	32098	32098	1.0	0	100.00%	32098.00	IncX4_1_pld1
22	NZ_CP011293.1	1	22171	9928	32098	0.0	40943.0	100.0	100	32098	32098	1.0	0	100.00%	32098.00	IncX4_1_pld1
22	NZ_CP016550.1	1	17033	20697	37730	0.0	31416.0	99.959	53	49695	32098	0.5306561156458346	0	34.28%	17034.00	IncX4_1_pld1
22	NZ_CP018950.1	4433	23204	5355	24110	0.0	32219.0	97.664	58	35225	32098	0.5848339460402517	0	53.25%	18756.00	IncX4_1_pld1
22_R	NZ_CP019016.1	14707	27618	21903	34801	0.0	21488.0	96.731	40	37756	32098	0.4022680540843666	0	34.16%	12899.00	IncX4_1_pld1
22_R	NZ_CP019072.1	9967	32098	8243	30375	0.0	40599.0	99.779	69	33858	32098	0.6895133653187114	0	65.37%	22133.00	IncX4_1_pld1
22	NZ_CP019908.1	1	17033	7519	24552	0.0	31416.0	99.959	53	33304	32098	0.5306561156458346	0	51.15%	17034.00	IncX4_1_pld1
22	NZ_CP020376.1	1	17033	44	17077	0.0	31416.0	99.959	53	31224	32098	0.5306561156458346	0	54.55%	17034.00	IncX4_1_pld1
22	NZ_CP021418.1	1	17033	128	17161	0.0	31416.0	99.959	53	31224	32098	0.5306561156458346	0	54.55%	17034.00	IncX4_1_pld1
22	NZ_CP021419.1	1	17033	2124	19157	0.0	31416.0	99.959	53	33304	32098	0.5306561156458346	0	51.15%	17034.00	IncX4_1_pld1
22_R	NZ_CP021735.1	17892	32098	1	14210	0.0	26216.0	99.972	44	31765	32098	0.4426132469312729	0	44.73%	14210.00	IncX4_1_pld1
22_R	NZ_CP023373.1	13441	32098	9222	27882	0.0	34241.0	99.791	58	31364	32098	0.5812823228861611	0	59.50%	18661.00	IncX4_1_pld1
22_R	NZ_CP023380.1	15063	30494	22007	37430	0.0	27687.0	99.061	48	43592	32098	0.4807776185432114	0	35.38%	15424.00	IncX4_1_pld1
22	NZ_CP023829.1	1605	17033	15779	31200	0.0	27693.0	99.073	48	33067	32098	0.4806841547759985	0	46.64%	15422.00	IncX4_1_pld1
22	NZ_CP023836.1	1605	17033	15779	31200	0.0	27693.0	99.073	48	33067	32098	0.4806841547759985	0	46.64%	15422.00	IncX4_1_pld1
22	NZ_CP023846.1	1605	17033	15779	31200	0.0	27693.0	99.073	48	33067	32098	0.4806841547759985	0	46.64%	15422.00	IncX4_1_pld1
22_R	NZ_CP023905.1	8895	27666	11930	30685	0.0	32230.0	97.675	58	35225	32098	0.5848339460402517	0	53.25%	18756.00	IncX4_1_pld1
22_R	NZ_CP024041.1	9967	32098	9059	31193	0.0	40612.0	99.788	69	33858	32098	0.6895133653187114	0	65.38%	22135.00	IncX4_1_pld1
22	NZ_CP024132.1	1	17033	2111	19144	0.0	31410.0	99.953	53	35098	32098	0.5306561156458346	0	48.53%	17034.00	IncX4_1_pld1
22	NZ_CP024149.1	4476	17033	1	12558	0.0	23169.0	99.968	39	33301	32098	0.3912393295532432	0	37.71%	12558.00	IncX4_1_pld1
22	NZ_CP024462.1	1	22132	3476	25610	0.0	40612.0	99.788	69	33858	32098	0.6895133653187114	0	65.38%	22135.00	IncX4_1_pld1
22	NZ_CP024861.1	757	17033	14562	30833	0.0	29222.0	99.079	51	33548	32098	0.5071032463081812	0	48.50%	16272.00	IncX4_1_pld1
22	NZ_CP024919.1	1	16360	17498	33858	0.0	30167.0	99.951	51	33858	32098	0.5096890772010717	0	48.32%	16361.00	IncX4_1_pld1
22_R	NZ_CP025853.1	19159	30494	1	11328	0.0	20373.0	99.118	35	36521	32098	0.3531684217085176	0	31.02%	11328.00	IncX4_1_pld1
22	NZ_CP026728.1	1990	23165	1	21177	0.0	37898.0	98.971	66	33288	32098	0.659729578166864	0	63.62%	21177.00	IncX4_1_pld1
22_R	NZ_CP026769.1	15063	31342	6984	23258	0.0	29211.0	99.06	51	27054	32098	0.5071967100753941	0	60.16%	16275.00	IncX4_1_pld1
22_R	NZ_CP026942.1	8893	32098	5073	28282	0.0	42725.0	99.897	72	31764	32098	0.7229733939809334	0	73.07%	23210.00	IncX4_1_pld1
22_R	NZ_CP027257.1	15063	32098	13925	30961	0.0	31416.0	99.953	53	31229	32098	0.5307495794130476	0	54.56%	17037.00	IncX4_1_pld1
22	NZ_CP028167.1	1	17033	7921	24953	0.0	31410.0	99.953	53	33305	32098	0.5306561156458346	0	51.14%	17033.00	IncX4_1_pld1
22_R	NZ_CP028174.1	15063	27755	20617	33310	0.0	23412.0	99.961	40	33310	32098	0.3954451990778241	0	38.11%	12694.00	IncX4_1_pld1
22_R	NZ_CP028856.1	13884	31346	10697	28164	0.0	31045.0	98.753	54	31145	32098	0.5440525889463518	0	56.09%	17468.00	IncX4_1_pld1
22_R	NZ_CP029728.1	16743	32098	1	15358	0.0	28337.0	99.974	48	31764	32098	0.4784098697738176	0	48.35%	15358.00	IncX4_1_pld1
22_R	NZ_CP029976.1	15050	30655	12316	27923	0.0	27680.0	98.681	49	33826	32098	0.4861985170415602	0	46.14%	15608.00	IncX4_1_pld1
22_R	NZ_CP030157.1	9967	23682	15932	29589	0.0	22522.0	96.383	43	29589	32098	0.4273163436974266	0	46.16%	13658.00	IncX4_1_pld1
22_R	NZ_CP030795.1	15063	32098	2580	19616	0.0	31416.0	99.953	53	33304	32098	0.5307495794130476	0	51.16%	17037.00	IncX4_1_pld1
22	NZ_CP031616.1	1	18658	8930	27589	0.0	33626.0	99.196	58	36589	32098	0.5812823228861611	0	51.00%	18660.00	IncX4_1_pld1
22	NZ_CP032076.1	1	17033	396	17429	0.0	31410.0	99.953	53	33308	32098	0.5306561156458346	0	51.14%	17034.00	IncX4_1_pld1
22	NZ_CP033349.2	1	17033	2190	19223	0.0	31405.0	99.947	53	33309	32098	0.5306561156458346	0	51.14%	17034.00	IncX4_1_pld1
22	NZ_CP033357.1	1	17033	2258	19297	0.0	31388.0	99.924	53	33334	32098	0.5306561156458346	0	51.12%	17040.00	IncX4_1_pld1
22	NZ_CP033849.1	20700	32098	1	11399	0.0	20923.0	99.798	100	32101	32098	1.0	0	100.00%	32101.00	IncX4_1_pld1
22	NZ_CP033849.1	1	20699	11400	32101	0.0	37739.0	99.575	100	32101	32098	1.0	0	100.00%	32101.00	IncX4_1_pld1
22	NZ_CP033879.1	480	18658	1	18182	0.0	32570.0	99.005	57	31882	32098	0.5663592747211664	0	57.03%	18182.00	IncX4_1_pld1
22	NZ_CP034833.1	1	17033	3119	20152	0.0	31416.0	99.959	53	33303	32098	0.5306561156458346	0	51.15%	17034.00	IncX4_1_pld1
22	NZ_CP035754.1	5928	17049	1	11121	0.0	20005.0	99.137	35	33827	32098	0.34650133964733	0	32.88%	11121.00	IncX4_1_pld1
22_R	NZ_CP037906.1	15063	32098	5443	22479	0.0	31416.0	99.953	53	33301	32098	0.5307495794130476	0	51.16%	17037.00	IncX4_1_pld1
22_R	NZ_CP037911.1	15063	30494	94719	110142	0.0	27676.0	99.048	48	239511	32098	0.4807776185432114	0	6.44%	15424.00	IncX4_1_pld1
22	NZ_CP038181.1	5655	17033	1	11379	0.0	20991.0	99.965	35	33309	32098	0.3545080690385694	0	34.16%	11379.00	IncX4_1_pld1
22_R	NZ_CP040594.1	13441	26246	18381	31184	0.0	23442.0	99.711	40	31184	32098	0.3989656676428438	0	41.06%	12804.00	IncX4_1_pld1
22	NZ_CP040725.1	1	14556	17049	31607	0.0	26849.0	99.959	45	31607	32098	0.4534861985170416	0	46.06%	14559.00	IncX4_1_pld1
22_R	NZ_CP041105.1	14710	32098	1	17390	0.0	32068.0	99.954	54	31229	32098	0.5417471493551	0	55.69%	17390.00	IncX4_1_pld1
22	NZ_CP042970.1	1	17033	12404	29437	0.0	31410.0	99.953	53	33304	32098	0.5306561156458346	0	51.15%	17034.00	IncX4_1_pld1
22	NZ_CP044138.1	18714	29586	8951	19824	0.0	19409.0	98.888	64	34677	32098	0.6423141628761917	0	59.45%	20617.00	IncX4_1_pld1
22	NZ_CP044138.1	1605	11348	24935	34677	0.0	17621.0	99.313	64	34677	32098	0.6423141628761917	0	59.45%	20617.00	IncX4_1_pld1
22_R	NZ_CP044406.1	14709	27663	160	13101	0.0	21623.0	96.819	40	32448	32098	0.4036077014144183	0	39.89%	12942.00	IncX4_1_pld1
22_R	NZ_CP045460.1	15063	27755	20616	33309	0.0	23412.0	99.961	40	33309	32098	0.3954451990778241	0	38.11%	12694.00	IncX4_1_pld1
22_R	NZ_CP045764.1	8893	27663	1213	19969	0.0	33144.0	98.553	58	35297	32098	0.5848027914511807	0	53.14%	18757.00	IncX4_1_pld1
22	NZ_CP046418.1	1	9808	10904	20712	0.0	17802.0	99.429	31	34645	32098	0.3055642096080753	0	28.31%	9809.00	IncX4_1_pld1
22	NZ_CP047015.1	1	11295	35656	46955	0.0	19976.0	98.585	35	46955	32098	0.3518910835566078	0	24.07%	11300.00	IncX4_1_pld1
22	NZ_CP047058.1	4481	17033	23859	36395	0.0	21294.0	97.313	39	45203	32098	0.3910835566078883	0	27.73%	12537.00	IncX4_1_pld1
22_R	NZ_CP047664.1	15063	29134	19237	33309	0.0	25942.0	99.943	44	33309	32098	0.438407377406692	0	42.25%	14073.00	IncX4_1_pld1
22_R	NZ_CP048333.1	2476	32098	1	29627	0.0	54602.0	99.936	92	32102	32098	0.9228923920493488	0	92.29%	29627.00	IncX4_1_pld1
22	NZ_CP048826.1	1	17033	5716	22749	0.0	31416.0	99.959	53	33309	32098	0.5306561156458346	0	51.14%	17034.00	IncX4_1_pld1
22	NZ_CP049122.1	1	22132	1	22135	0.0	40607.0	99.783	69	33858	32098	0.6895133653187114	0	65.38%	22135.00	IncX4_1_pld1
22_R	NZ_CP053212.1	15063	28157	20213	33308	0.0	24149.0	99.954	41	33308	32098	0.4079693438843542	0	39.32%	13096.00	IncX4_1_pld1
22	NZ_CP059127.1	757	23546	9733	32524	0.0	41955.0	99.895	71	32524	32098	0.7100130849274098	0	70.08%	22792.00	IncX4_1_pld1
22_R	NZ_CP059291.1	19380	32098	1	12720	0.0	23455.0	99.953	40	33309	32098	0.3962552183936694	0	38.19%	12720.00	IncX4_1_pld1
22	NZ_CP060524.1	1	17033	5719	22752	0.0	31410.0	99.953	53	33310	32098	0.5306561156458346	0	51.14%	17034.00	IncX4_1_pld1
22_R	NZ_CP060967.1	19378	32098	1	12721	0.0	23459.0	99.953	40	33308	32098	0.3963175275718113	0	38.19%	12721.00	IncX4_1_pld1
22	NZ_CP060977.1	1	22132	5366	27500	0.0	40607.0	99.783	69	31251	32098	0.6895133653187114	0	70.83%	22135.00	IncX4_1_pld1
22	NZ_CP060983.1	4433	23204	10496	29251	0.0	32225.0	97.67	58	35307	32098	0.5848339460402517	0	53.12%	18756.00	IncX4_1_pld1
22_R	NZ_CP061279.1	15063	29131	19241	33310	0.0	25942.0	99.95	44	33310	32098	0.4383139136394791	0	42.24%	14070.00	IncX4_1_pld1
22	NZ_CP062215.1	1605	17033	1429	16849	0.0	27676.0	99.054	48	44671	32098	0.4806841547759985	0	34.52%	15421.00	IncX4_1_pld1
22	NZ_CP063335.1	1	20543	13308	33851	0.0	37776.0	99.859	64	33851	32098	0.6400087232849399	0	60.69%	20544.00	IncX4_1_pld1
22	NZ_CP063489.1	1	16635	16674	33309	0.0	30675.0	99.952	52	33309	32098	0.5182565891955885	0	49.94%	16636.00	IncX4_1_pld1
22	NZ_CP064007.1	1	22132	1	22135	0.0	40612.0	99.788	69	39574	32098	0.6895133653187114	0	55.93%	22135.00	IncX4_1_pld1
22_R	NZ_CP064009.1	9967	32098	9249	31383	0.0	40612.0	99.788	69	33858	32098	0.6895133653187114	0	65.38%	22135.00	IncX4_1_pld1
22	NZ_CP064013.1	1	17033	1	17034	0.0	31416.0	99.959	53	33309	32098	0.5306561156458346	0	51.14%	17034.00	IncX4_1_pld1
22_R	NZ_CP064014.1	9967	32098	9249	31383	0.0	40612.0	99.788	69	33858	32098	0.6895133653187114	0	65.38%	22135.00	IncX4_1_pld1
22	NZ_CP064021.1	1	22132	1	22135	0.0	40612.0	99.788	69	33858	32098	0.6895133653187114	0	65.38%	22135.00	IncX4_1_pld1
22_R	NZ_CP064023.1	9967	32098	9249	31383	0.0	40612.0	99.788	69	33858	32098	0.6895133653187114	0	65.38%	22135.00	IncX4_1_pld1
22	NZ_CP065064.1	4211	17033	1	12824	0.0	23647.0	99.953	40	33309	32098	0.3994952956570503	0	38.50%	12824.00	IncX4_1_pld1
22_R	NZ_CP069135.1	8895	27666	10520	29275	0.0	32230.0	97.675	58	37672	32098	0.5848339460402517	0	49.79%	18756.00	IncX4_1_pld1
22_R	NZ_CP069136.1	8895	27666	10520	29275	0.0	32230.0	97.675	58	37672	32098	0.5848339460402517	0	49.79%	18756.00	IncX4_1_pld1
22_R	NZ_CP069650.1	15063	32098	10741	27773	0.0	31384.0	99.924	53	33290	32098	0.5307495794130476	0	51.17%	17033.00	IncX4_1_pld1
22	NZ_CP069661.1	1	12114	21190	33303	0.0	22338.0	99.95	38	33303	32098	0.3774066920057324	0	36.38%	12114.00	IncX4_1_pld1
22	NZ_CP069669.1	1	12114	21190	33303	0.0	22338.0	99.95	38	33303	32098	0.3774066920057324	0	36.38%	12114.00	IncX4_1_pld1
22_R	NZ_CP069685.1	15063	32098	5445	22480	0.0	31405.0	99.941	53	33303	32098	0.5307495794130476	0	51.15%	17036.00	IncX4_1_pld1
22	NZ_CP069716.1	4042	17033	1	12993	0.0	23965.0	99.962	40	33309	32098	0.4047604212100442	0	39.01%	12993.00	IncX4_1_pld1
22_R	NZ_CP069981.1	15063	26626	3768	15322	0.0	20737.0	99.049	36	34441	32098	0.3602716680166988	0	33.55%	11555.00	IncX4_1_pld1
22_R	NZ_CP070012.1	14707	27034	19036	31350	0.0	20460.0	96.649	38	32611	32098	0.38407377406692	0	37.76%	12315.00	IncX4_1_pld1
22	NZ_CP072316.1	3370	17033	1	13665	0.0	25200.0	99.956	43	33308	32098	0.4256963050657362	0	41.03%	13665.00	IncX4_1_pld1
22	NZ_CP075733.1	1	22132	1	22135	0.0	40612.0	99.788	69	33858	32098	0.6895133653187114	0	65.38%	22135.00	IncX4_1_pld1
22	NZ_CP077663.1	1	17033	1707	18740	0.0	31399.0	99.941	53	33308	32098	0.5306561156458346	0	51.14%	17034.00	IncX4_1_pld1
22	NZ_CP079775.1	1	13867	19720	33587	0.0	25580.0	99.964	43	33587	32098	0.4320206866471431	0	41.29%	13868.00	IncX4_1_pld1
22_R	NZ_CP079779.1	9967	23362	24422	37819	0.0	24496.0	99.672	69	37819	32098	0.4173468751947162	0	35.43%	13398.00	IncX4_1_pld1
22_R	NZ_CP079887.1	15063	30284	31172	46394	0.0	28066.0	99.947	47	46394	32098	0.4742351548383077	0	32.81%	15223.00	IncX4_1_pld1
22_R	NZ_CP080094.1	15063	32098	1468	18504	0.0	31410.0	99.947	53	33310	32098	0.5307495794130476	0	51.15%	17037.00	IncX4_1_pld1
22_R	NZ_CP080307.1	14340	32098	1	17762	0.0	32764.0	99.966	55	31808	32098	0.5532743473113589	0	55.84%	17762.00	IncX4_1_pld1
22	NZ_CP080313.1	1	17028	14778	31808	0.0	31414.0	99.965	53	31808	32098	0.5305003427004797	0	53.54%	17031.00	IncX4_1_pld1
22	NZ_CP082060.1	4676	17033	1	12349	0.0	22175.0	99.069	71	33429	32098	0.7054022057449061	0	67.69%	22629.00	IncX4_1_pld1
22	NZ_CP082060.1	19303	29586	14973	25252	0.0	18633.0	99.378	71	33429	32098	0.7054022057449061	0	67.69%	22629.00	IncX4_1_pld1
22	NZ_CP082794.1	1	12614	22071	34685	0.0	23261.0	99.952	39	34685	32098	0.3929839865412175	0	36.37%	12615.00	IncX4_1_pld1
22	NZ_CP082830.1	4397	26897	1	22500	0.0	41107.0	99.644	70	32040	32098	0.7010094086858994	0	70.22%	22500.00	IncX4_1_pld1
22	NZ_CP083882.1	1470	23165	22960	44660	0.0	38767.0	98.917	68	50447	32098	0.6759299644837684	0	43.02%	21701.00	IncX4_1_pld1
22_R	NZ_CP086476.1	15050	30655	8664	24271	0.0	27447.0	98.412	49	33826	32098	0.4861985170415602	0	46.14%	15608.00	IncX4_1_pld1
22	NZ_CP086486.1	4364	17049	1	12685	0.0	22805.0	99.117	40	33826	32098	0.3952271169543274	0	37.50%	12685.00	IncX4_1_pld1
22	NZ_CP086496.1	4364	17049	1	12685	0.0	22805.0	99.117	40	33826	32098	0.3952271169543274	0	37.50%	12685.00	IncX4_1_pld1
22	NZ_CP086506.1	1441	14271	20993	33826	0.0	22755.0	98.676	40	33826	32098	0.399744532369618	0	37.94%	12834.00	IncX4_1_pld1
