qseqid	sseqid	qstart	qend	sstart	send	evalue	bitscore	pident	qcovs	slen	qlen	q_perc_aligned	overlapped_bases	coverage_percentage	bases_covered	gene_name
198	CP113225.1	21	160	6981	7120	1.62e-63	249.0	99.286	88	42644	160	0.875	0	4.18%	1781.00	Col440I_1_pld1
82_R	CP113225.1	2655	4304	10139	11779	0.0	2372.0	92.007	38	42644	4304	0.383364312267658	0	4.18%	1781.00	Col440I_1_pld1
82_R	CP156947.1	2704	4303	239	1837	0.0	2371.0	93.155	37	4167	4304	0.3717472118959107	0	42.21%	1759.00	Col440I_1_pld1
198	CP156947.1	1	160	1839	1998	2.74e-73	280.0	98.75	100	4167	160	1.0	0	42.21%	1759.00	Col440I_1_pld1
198_R	LR890220.1	1	160	708	867	5.3e-76	289.0	100.0	100	4421	160	1.0	0	71.34%	3154.00	Col440I_1_pld1
82	LR890220.1	1	1830	868	2647	0.0	2769.0	93.607	43	4421	4304	0.4251858736059479	45	71.34%	3154.00	Col440I_1_pld1
120_R	LR890220.1	1	717	2648	3364	0.0	1294.0	100.0	100	4421	717	1.0	0	71.34%	3154.00	Col440I_1_pld1
136_R	LR890220.1	1	497	3372	3868	0.0	897.0	100.0	100	4421	497	1.0	0	71.34%	3154.00	Col440I_1_pld1
82	LR890222.1	187	1602	514	1936	0.0	2039.0	92.034	33	3674	4304	0.328996282527881	0	38.73%	1423.00	Col440I_1_pld1
82_R	LR890247.1	2703	4118	1264	2674	0.0	2032.0	91.972	33	4369	4304	0.328996282527881	0	32.30%	1411.00	Col440I_1_pld1
198_R	LR890460.1	1	160	3558	3717	1.98e-62	244.0	93.75	100	5840	160	1.0	0	36.03%	2104.00	Col440I_1_pld1
82	LR890460.1	182	1650	3897	5364	0.0	2090.0	91.734	34	5840	4304	0.3413104089219331	0	36.03%	2104.00	Col440I_1_pld1
85	LR890460.1	709	2133	4406	5840	0.0	2209.0	94.22	42	5840	3389	0.4204780171141929	0	36.03%	2104.00	Col440I_1_pld1
198	LR890481.1	1	160	2322	2481	3.13e-66	258.0	95.625	100	6220	160	1.0	0	26.50%	1648.00	Col440I_1_pld1
82_R	LR890481.1	2655	4142	4532	6019	0.0	2012.0	90.161	35	6220	4304	0.345724907063197	0	26.50%	1648.00	Col440I_1_pld1
82_R	LR890675.1	672	4304	1	3633	0.0	6534.0	99.89	84	4548	4304	0.8440985130111525	0	83.40%	3793.00	Col440I_1_pld1
198	LR890675.1	1	160	3634	3793	5.3e-76	289.0	100.0	100	4548	160	1.0	0	83.40%	3793.00	Col440I_1_pld1
82_R	NC_011640.1	2704	4303	2494	4092	0.0	2371.0	93.155	37	4211	4304	0.3717472118959107	0	37.97%	1599.00	Col440I_1_pld1
159	NZ_AP022113.1	1	330	17459	17788	1.4000000000000003e-163	582.0	99.091	100	190538	330	1.0	0	31.64%	60282.00	Col440I_1_pld1
110_R	NZ_AP022113.1	344	1140	19312	20108	0.0	1434.0	99.875	70	190538	1140	0.6991228070175438	0	31.64%	60282.00	Col440I_1_pld1
127	NZ_AP022113.1	1	579	21467	22045	0.0	1045.0	100.0	100	190538	579	1.0	0	31.64%	60282.00	Col440I_1_pld1
230_R	NZ_AP022113.1	1	125	22046	22170	3.89e-57	226.0	100.0	100	190538	125	1.0	0	31.64%	60282.00	Col440I_1_pld1
125_R	NZ_AP022113.1	1	667	22171	22837	0.0	1204.0	100.0	100	190538	667	1.0	0	31.64%	60282.00	Col440I_1_pld1
127	NZ_AP022113.1	1	579	22910	23488	0.0	1045.0	100.0	100	190538	579	1.0	0	31.64%	60282.00	Col440I_1_pld1
159_R	NZ_AP022113.1	1	330	31015	31345	4.8700000000000003e-163	581.0	99.094	100	190538	330	1.0	0	31.64%	60282.00	Col440I_1_pld1
198_R	NZ_AP022113.1	1	160	36866	37025	2.74e-73	280.0	98.75	100	190538	160	1.0	0	31.64%	60282.00	Col440I_1_pld1
82	NZ_AP022113.1	2	1438	37027	38463	0.0	2133.0	92.946	33	190538	4304	0.3338754646840148	0	31.64%	60282.00	Col440I_1_pld1
72	NZ_AP022113.1	1719	8377	55056	61714	0.0	11809.0	99.339	79	190538	8377	0.7949146472484183	0	31.64%	60282.00	Col440I_1_pld1
127	NZ_AP022113.1	1	579	61726	62304	0.0	1045.0	100.0	100	190538	579	1.0	0	31.64%	60282.00	Col440I_1_pld1
230_R	NZ_AP022113.1	1	125	62305	62429	3.89e-57	226.0	100.0	100	190538	125	1.0	0	31.64%	60282.00	Col440I_1_pld1
125_R	NZ_AP022113.1	1	667	62430	63096	0.0	1204.0	100.0	100	190538	667	1.0	0	31.64%	60282.00	Col440I_1_pld1
213_R	NZ_AP022113.1	1	140	63939	64078	3.25e-65	253.0	100.0	100	190538	140	1.0	0	31.64%	60282.00	Col440I_1_pld1
125	NZ_AP022113.1	1	667	64137	64803	0.0	1204.0	100.0	100	190538	667	1.0	0	31.64%	60282.00	Col440I_1_pld1
230	NZ_AP022113.1	1	125	64804	64928	3.89e-57	226.0	100.0	100	190538	125	1.0	0	31.64%	60282.00	Col440I_1_pld1
127_R	NZ_AP022113.1	1	579	64929	65507	0.0	1045.0	100.0	100	190538	579	1.0	0	31.64%	60282.00	Col440I_1_pld1
159	NZ_AP022113.1	1	330	66378	66707	2.6999999999999998e-166	591.0	99.697	100	190538	330	1.0	0	31.64%	60282.00	Col440I_1_pld1
54_R	NZ_AP022113.1	278	18979	66708	85415	0.0	31765.0	97.697	97	190538	19252	0.9714315395803034	0	31.64%	60282.00	Col440I_1_pld1
159	NZ_AP022113.1	1	330	98194	98523	2.6999999999999998e-166	591.0	99.697	100	190538	330	1.0	0	31.64%	60282.00	Col440I_1_pld1
73_R	NZ_AP022113.1	5	6442	106977	113411	0.0	10555.0	96.348	95	190538	6802	0.9464863275507204	0	31.64%	60282.00	Col440I_1_pld1
159	NZ_AP022113.1	1	330	114290	114618	1.7e-162	579.0	99.091	100	190538	330	1.0	0	31.64%	60282.00	Col440I_1_pld1
106	NZ_AP022113.1	1	1369	121839	123207	0.0	2429.0	99.343	100	190538	1369	1.0	0	31.64%	60282.00	Col440I_1_pld1
106_R	NZ_AP022113.1	1	1369	134903	136271	0.0	2429.0	99.343	100	190538	1369	1.0	0	31.64%	60282.00	Col440I_1_pld1
136	NZ_AP022113.1	1	497	136292	136788	0.0	897.0	100.0	100	190538	497	1.0	0	31.64%	60282.00	Col440I_1_pld1
120	NZ_AP022113.1	1	717	136796	137512	0.0	1294.0	100.0	100	190538	717	1.0	0	31.64%	60282.00	Col440I_1_pld1
92	NZ_AP022113.1	627	2236	137513	139122	0.0	2882.0	99.689	72	190538	2249	0.7158737216540685	0	31.64%	60282.00	Col440I_1_pld1
105_R	NZ_AP022113.1	1	1380	140945	142324	0.0	2489.0	100.0	100	190538	1380	1.0	0	31.64%	60282.00	Col440I_1_pld1
159	NZ_AP022113.1	1	330	150226	150556	4.8700000000000003e-163	581.0	99.094	100	190538	330	1.0	0	31.64%	60282.00	Col440I_1_pld1
83_R	NZ_AP022113.1	1	4266	157366	161632	0.0	7374.0	98.292	100	190538	4266	1.0	0	31.64%	60282.00	Col440I_1_pld1
127	NZ_AP022113.1	1	579	161645	162223	0.0	1045.0	100.0	100	190538	579	1.0	0	31.64%	60282.00	Col440I_1_pld1
230_R	NZ_AP022113.1	1	125	162224	162348	3.89e-57	226.0	100.0	100	190538	125	1.0	0	31.64%	60282.00	Col440I_1_pld1
125_R	NZ_AP022113.1	1	667	162349	163015	0.0	1204.0	100.0	100	190538	667	1.0	0	31.64%	60282.00	Col440I_1_pld1
127	NZ_AP022113.1	1	579	163057	163635	0.0	1045.0	100.0	100	190538	579	1.0	0	31.64%	60282.00	Col440I_1_pld1
230_R	NZ_AP022113.1	1	125	163636	163760	3.89e-57	226.0	100.0	100	190538	125	1.0	0	31.64%	60282.00	Col440I_1_pld1
125_R	NZ_AP022113.1	1	667	163761	164427	0.0	1204.0	100.0	100	190538	667	1.0	0	31.64%	60282.00	Col440I_1_pld1
127	NZ_AP022113.1	1	579	164469	165047	0.0	1045.0	100.0	100	190538	579	1.0	0	31.64%	60282.00	Col440I_1_pld1
230_R	NZ_AP022113.1	2	125	165049	165172	1.36e-56	224.0	100.0	100	190538	125	0.992	0	31.64%	60282.00	Col440I_1_pld1
125_R	NZ_AP022113.1	1	667	165173	165839	0.0	1204.0	100.0	100	190538	667	1.0	0	31.64%	60282.00	Col440I_1_pld1
136	NZ_AP022113.1	1	497	173481	173977	0.0	897.0	100.0	100	190538	497	1.0	0	31.64%	60282.00	Col440I_1_pld1
120	NZ_AP022113.1	1	717	173985	174701	0.0	1294.0	100.0	100	190538	717	1.0	0	31.64%	60282.00	Col440I_1_pld1
106	NZ_AP022113.1	1	1369	175132	176500	0.0	2429.0	99.343	100	190538	1369	1.0	0	31.64%	60282.00	Col440I_1_pld1
106_R	NZ_AP022113.1	1	1369	176691	178059	0.0	2429.0	99.343	100	190538	1369	1.0	0	31.64%	60282.00	Col440I_1_pld1
82	NZ_AP022187.1	221	1603	1	1394	0.0	1953.0	91.273	32	4685	4304	0.3213289962825278	0	33.17%	1554.00	Col440I_1_pld1
198_R	NZ_AP022187.1	1	160	4305	4464	1.62e-63	249.0	94.375	100	4685	160	1.0	0	33.17%	1554.00	Col440I_1_pld1
198	NZ_AP023342.1	1	160	68	227	2.74e-73	280.0	98.75	100	4167	160	1.0	0	40.63%	1693.00	Col440I_1_pld1
82_R	NZ_AP023342.1	2704	4237	2635	4167	0.0	2257.0	92.927	36	4167	4304	0.3564126394052044	0	40.63%	1693.00	Col440I_1_pld1
198_R	NZ_AP024594.1	1	160	1632	1791	1.98e-62	244.0	93.75	100	5263	160	1.0	0	30.91%	1627.00	Col440I_1_pld1
82	NZ_AP024594.1	180	1650	1972	3438	0.0	2105.0	91.921	34	5263	4304	0.3417750929368029	0	30.91%	1627.00	Col440I_1_pld1
82	NZ_CP018665.1	187	1620	1038	2464	0.0	2110.0	92.917	33	2781	4304	0.33317843866171	0	51.31%	1427.00	Col440I_1_pld1
82	NZ_CP018739.1	187	1620	1766	3198	0.0	2065.0	92.286	33	3541	4304	0.33317843866171	0	40.47%	1433.00	Col440I_1_pld1
82	NZ_CP023252.1	136	1601	128	1592	0.0	2139.0	92.668	34	4426	4304	0.3406133828996282	0	36.71%	1625.00	Col440I_1_pld1
198_R	NZ_CP023252.1	1	160	4000	4159	2.74e-73	280.0	98.75	100	4426	160	1.0	0	36.71%	1625.00	Col440I_1_pld1
82_R	NZ_CP023842.1	2702	4303	7136	8734	0.0	2343.0	92.8	37	8809	4304	0.3722118959107807	0	18.15%	1599.00	Col440I_1_pld1
82	NZ_CP023940.1	165	1603	68	1503	0.0	2035.0	91.856	33	1556	4304	0.3343401486988847	0	92.29%	1436.00	Col440I_1_pld1
82_R	NZ_CP024195.1	2702	4140	2065	3500	0.0	2013.0	91.436	33	4660	4304	0.3343401486988847	0	30.82%	1436.00	Col440I_1_pld1
82_R	NZ_CP024435.1	2704	4303	2371	3969	0.0	2371.0	93.155	37	4167	4304	0.3717472118959107	0	42.21%	1759.00	Col440I_1_pld1
198	NZ_CP024435.1	1	160	3971	4130	2.74e-73	280.0	98.75	100	4167	160	1.0	0	42.21%	1759.00	Col440I_1_pld1
82	NZ_CP024464.1	299	1620	1	1314	0.0	1937.0	92.766	31	2780	4304	0.3071561338289962	0	47.27%	1314.00	Col440I_1_pld1
82_R	NZ_CP024491.1	101	3066	3613	6657	0.0	4736.0	94.112	69	6657	4304	0.6891263940520446	0	45.74%	3045.00	Col440I_1_pld1
82_R	NZ_CP024532.1	2861	4140	56	1335	0.0	1978.0	94.306	30	4660	4304	0.2973977695167286	0	27.47%	1280.00	Col440I_1_pld1
82_R	NZ_CP024567.1	2702	4140	3195	4630	0.0	2013.0	91.436	33	4660	4304	0.3343401486988847	0	30.82%	1436.00	Col440I_1_pld1
82	NZ_CP024574.1	165	1603	5482	6919	0.0	1992.0	91.172	33	9326	4304	0.3343401486988847	0	15.42%	1438.00	Col440I_1_pld1
54_R	NZ_CP026175.1	230	19252	1	19024	0.0	33483.0	99.049	99	172259	19252	0.9881051319343443	0	55.74%	96021.00	Col440I_1_pld1
157_R	NZ_CP026175.1	1	339	19025	19363	8.500000000000001e-173	612.0	100.0	100	172259	339	1.0	0	55.74%	96021.00	Col440I_1_pld1
129	NZ_CP026175.1	1	558	19364	19921	0.0	998.0	99.642	100	172259	558	1.0	0	55.74%	96021.00	Col440I_1_pld1
221_R	NZ_CP026175.1	1	135	19922	20056	1.61e-62	244.0	100.0	100	172259	135	1.0	0	55.74%	96021.00	Col440I_1_pld1
93_R	NZ_CP026175.1	1	2179	20057	22235	0.0	3836.0	99.036	100	172259	2179	1.0	0	55.74%	96021.00	Col440I_1_pld1
220_R	NZ_CP026175.1	1	135	22236	22370	1.61e-62	244.0	100.0	100	172259	135	1.0	0	55.74%	96021.00	Col440I_1_pld1
157_R	NZ_CP026175.1	1	339	22411	22748	1.87e-149	535.0	95.588	100	172259	339	1.0	0	55.74%	96021.00	Col440I_1_pld1
214	NZ_CP026175.1	1	140	32340	32479	1.38e-63	249.0	99.286	100	172259	140	1.0	0	55.74%	96021.00	Col440I_1_pld1
182	NZ_CP026175.1	1	192	32747	32938	2.81e-93	347.0	100.0	100	172259	192	1.0	0	55.74%	96021.00	Col440I_1_pld1
222_R	NZ_CP026175.1	1	135	32939	33073	1.61e-62	244.0	100.0	100	172259	135	1.0	0	55.74%	96021.00	Col440I_1_pld1
234	NZ_CP026175.1	1	124	33127	33250	1.34e-56	224.0	100.0	100	172259	124	1.0	0	55.74%	96021.00	Col440I_1_pld1
55_R	NZ_CP026175.1	9500	19021	33313	42828	0.0	16806.0	99.139	100	172259	19021	0.5006045949214026	0	55.74%	96021.00	Col440I_1_pld1
76_R	NZ_CP026175.1	1	5592	42821	48412	0.0	10081.0	99.982	100	172259	5592	1.0	0	55.74%	96021.00	Col440I_1_pld1
209	NZ_CP026175.1	1	144	48413	48556	2.2699999999999997e-67	260.0	100.0	100	172259	144	1.0	0	55.74%	96021.00	Col440I_1_pld1
119	NZ_CP026175.1	1	749	48557	49305	0.0	1352.0	100.0	100	172259	749	1.0	0	55.74%	96021.00	Col440I_1_pld1
178	NZ_CP026175.1	1	206	49307	49512	7.68e-101	372.0	100.0	100	172259	206	1.0	0	55.74%	96021.00	Col440I_1_pld1
78	NZ_CP026175.1	1	4825	49513	54337	0.0	8693.0	99.959	100	172259	4825	1.0	0	55.74%	96021.00	Col440I_1_pld1
220_R	NZ_CP026175.1	1	135	54338	54473	2.38e-60	238.0	99.265	100	172259	135	1.0	0	55.74%	96021.00	Col440I_1_pld1
157_R	NZ_CP026175.1	1	339	54514	54852	1.87e-168	599.0	99.115	100	172259	339	1.0	0	55.74%	96021.00	Col440I_1_pld1
88_R	NZ_CP026175.1	1	2791	54853	57643	0.0	4933.0	99.212	100	172259	2791	1.0	0	55.74%	96021.00	Col440I_1_pld1
139_R	NZ_CP026175.1	1	480	57873	58352	0.0	812.0	97.5	100	172259	480	1.0	0	55.74%	96021.00	Col440I_1_pld1
190	NZ_CP026175.1	1	181	58353	58533	2.45e-87	327.0	100.0	100	172259	181	1.0	0	55.74%	96021.00	Col440I_1_pld1
142_R	NZ_CP026175.1	1	448	58534	58981	0.0	800.0	99.554	99	172259	450	0.9955555555555556	0	55.74%	96021.00	Col440I_1_pld1
204	NZ_CP026175.1	1	150	58984	59133	5.57e-69	267.0	99.333	100	172259	150	1.0	0	55.74%	96021.00	Col440I_1_pld1
179_R	NZ_CP026175.1	1	204	59146	59349	9.25e-100	369.0	100.0	100	172259	204	1.0	0	55.74%	96021.00	Col440I_1_pld1
214	NZ_CP026175.1	1	140	82242	82381	1.38e-63	249.0	99.286	100	172259	140	1.0	0	55.74%	96021.00	Col440I_1_pld1
182	NZ_CP026175.1	1	192	82649	82840	2.81e-93	347.0	100.0	100	172259	192	1.0	0	55.74%	96021.00	Col440I_1_pld1
222_R	NZ_CP026175.1	1	135	82841	82975	1.61e-62	244.0	100.0	100	172259	135	1.0	0	55.74%	96021.00	Col440I_1_pld1
234	NZ_CP026175.1	1	124	83029	83152	1.34e-56	224.0	100.0	100	172259	124	1.0	0	55.74%	96021.00	Col440I_1_pld1
198	NZ_CP026175.1	1	160	99601	99760	5.3e-76	289.0	100.0	100	172259	160	1.0	0	55.74%	96021.00	Col440I_1_pld1
82_R	NZ_CP026175.1	498	3617	99994	103054	0.0	4829.0	94.311	72	172259	4304	0.724907063197026	0	55.74%	96021.00	Col440I_1_pld1
85_R	NZ_CP026175.1	1733	2920	102106	103293	0.0	1962.0	96.72	35	172259	3389	0.3505458837415167	0	55.74%	96021.00	Col440I_1_pld1
105	NZ_CP026175.1	1	1380	115813	117192	0.0	2489.0	100.0	100	172259	1380	1.0	0	55.74%	96021.00	Col440I_1_pld1
114_R	NZ_CP026175.1	1	898	117193	118090	0.0	1620.0	100.0	100	172259	898	1.0	0	55.74%	96021.00	Col440I_1_pld1
84	NZ_CP026175.1	1	3901	118091	121991	0.0	7013.0	99.872	100	172259	3901	1.0	0	55.74%	96021.00	Col440I_1_pld1
90	NZ_CP026175.1	1	2454	121992	124445	0.0	4426.0	100.0	100	172259	2454	1.0	0	55.74%	96021.00	Col440I_1_pld1
50_R	NZ_CP026175.1	213	22105	124600	146492	0.0	39473.0	99.991	99	172259	22105	0.990409409635829	0	55.74%	96021.00	Col440I_1_pld1
214	NZ_CP026175.1	1	140	146578	146717	3.25e-65	253.0	100.0	100	172259	140	1.0	0	55.74%	96021.00	Col440I_1_pld1
238	NZ_CP026175.1	1	106	147113	147218	6.41e-47	192.0	100.0	100	172259	106	1.0	0	55.74%	96021.00	Col440I_1_pld1
241	NZ_CP026175.1	1	103	147262	147364	2.62e-45	187.0	100.0	100	172259	103	1.0	0	55.74%	96021.00	Col440I_1_pld1
234	NZ_CP026175.1	1	124	147365	147488	6.969999999999998e-54	215.0	98.387	100	172259	124	1.0	0	55.74%	96021.00	Col440I_1_pld1
96	NZ_CP026175.1	1	1943	147489	149431	0.0	3505.0	100.0	100	172259	1943	1.0	0	55.74%	96021.00	Col440I_1_pld1
72	NZ_CP026175.1	2814	7935	161715	166845	0.0	8364.0	96.22	95	172259	8377	0.611436074967172	0	55.74%	96021.00	Col440I_1_pld1
231	NZ_CP026175.1	1	125	166846	166970	3.89e-57	226.0	100.0	100	172259	125	1.0	0	55.74%	96021.00	Col440I_1_pld1
186	NZ_CP026175.1	1	185	166989	167173	1.7e-89	334.0	100.0	100	172259	185	1.0	0	55.74%	96021.00	Col440I_1_pld1
140_R	NZ_CP026175.1	1	478	167175	167652	0.0	863.0	100.0	100	172259	478	1.0	0	55.74%	96021.00	Col440I_1_pld1
159	NZ_CP026175.1	1	330	167712	168041	2.6999999999999998e-166	591.0	99.697	100	172259	330	1.0	0	55.74%	96021.00	Col440I_1_pld1
80	NZ_CP026175.1	1059	4473	168042	171456	0.0	6155.0	99.971	76	172259	4473	0.7634697071316789	0	55.74%	96021.00	Col440I_1_pld1
210	NZ_CP026175.1	1	144	171457	171600	2.2699999999999997e-67	260.0	100.0	100	172259	144	1.0	0	55.74%	96021.00	Col440I_1_pld1
193	NZ_CP026175.1	1	168	171601	171768	1.09e-78	299.0	99.405	100	172259	168	1.0	0	55.74%	96021.00	Col440I_1_pld1
198_R	NZ_CP026176.1	1	160	61	220	5.3e-76	289.0	100.0	100	18977	160	1.0	0	27.26%	5174.00	Col440I_1_pld1
85	NZ_CP026176.1	1	1793	221	2013	0.0	3230.0	99.944	53	18977	3389	0.5290646208321038	0	27.26%	5174.00	Col440I_1_pld1
198	NZ_CP026176.1	1	160	11634	11793	5.3e-76	289.0	100.0	100	18977	160	1.0	0	27.26%	5174.00	Col440I_1_pld1
82_R	NZ_CP026176.1	498	3617	12027	15087	0.0	4829.0	94.311	72	18977	4304	0.724907063197026	0	27.26%	5174.00	Col440I_1_pld1
198_R	NZ_CP028552.2	1	160	301	460	1.98e-62	244.0	93.75	100	4686	160	1.0	0	34.04%	1595.00	Col440I_1_pld1
82	NZ_CP028552.2	180	1603	641	2075	0.0	2018.0	91.383	33	4686	4304	0.3308550185873606	0	34.04%	1595.00	Col440I_1_pld1
82	NZ_CP028779.2	187	1602	233	1644	0.0	2003.0	91.555	33	3999	4304	0.328996282527881	0	35.31%	1412.00	Col440I_1_pld1
82_R	NZ_CP029585.1	2702	4303	5050	6648	0.0	2343.0	92.8	37	8809	4304	0.3722118959107807	0	19.97%	1759.00	Col440I_1_pld1
198	NZ_CP029585.1	1	160	6650	6809	2.74e-73	280.0	98.75	100	8809	160	1.0	0	19.97%	1759.00	Col440I_1_pld1
198	NZ_CP030721.1	1	160	244	403	1.17e-71	276.0	98.125	100	4119	160	1.0	0	36.85%	1518.00	Col440I_1_pld1
82_R	NZ_CP030721.1	2704	4061	2762	4119	0.0	1947.0	91.947	32	4119	4304	0.3155204460966542	0	36.85%	1518.00	Col440I_1_pld1
82_R	NZ_CP030722.1	2704	4303	1057	2656	0.0	2383.0	93.159	37	4119	4304	0.3717472118959107	0	42.73%	1760.00	Col440I_1_pld1
198	NZ_CP030722.1	1	160	2658	2817	1.17e-71	276.0	98.125	100	4119	160	1.0	0	42.73%	1760.00	Col440I_1_pld1
82_R	NZ_CP030729.1	2704	4303	1057	2656	0.0	2383.0	93.159	37	4119	4304	0.3717472118959107	0	42.73%	1760.00	Col440I_1_pld1
198	NZ_CP030729.1	1	160	2658	2817	1.17e-71	276.0	98.125	100	4119	160	1.0	0	42.73%	1760.00	Col440I_1_pld1
82_R	NZ_CP030737.1	2704	4303	1057	2656	0.0	2383.0	93.159	37	4119	4304	0.3717472118959107	0	42.73%	1760.00	Col440I_1_pld1
198	NZ_CP030737.1	1	160	2658	2817	1.17e-71	276.0	98.125	100	4119	160	1.0	0	42.73%	1760.00	Col440I_1_pld1
82_R	NZ_CP030745.1	2704	4303	1057	2656	0.0	2383.0	93.159	37	4119	4304	0.3717472118959107	0	42.73%	1760.00	Col440I_1_pld1
198	NZ_CP030745.1	1	160	2658	2817	1.17e-71	276.0	98.125	100	4119	160	1.0	0	42.73%	1760.00	Col440I_1_pld1
